1567852962.967285,-10.000000,12.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1567852962.968564,-10.000000,12.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1567852962.969676,-10.000000,12.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1567852962.970810,-10.000000,12.000000,1.000000,-0.000001,-0.000000,0.000000,0.000000
1567852962.971940,-10.000001,12.000000,1.000001,-0.000002,-0.000000,0.000000,0.000000
1567852962.972021,-10.000001,12.000000,1.000001,-0.000002,-0.000000,0.000000,0.000000
1567852962.973129,-10.000002,12.000002,1.000002,-0.000003,0.000000,0.000000,0.000000
1567852962.974254,-10.000004,11.999997,1.000004,-0.000004,0.000000,0.000000,0.000000
1567852962.975360,-10.000007,11.999993,1.000006,-0.000006,0.000001,0.000000,0.000000
1567852962.976471,-10.000009,11.999988,1.000010,-0.000008,0.000002,0.000000,0.000000
1567852962.977693,-10.000011,11.999982,1.000014,-0.000011,0.000004,0.000000,0.000000
1567852962.978810,-10.000012,11.999976,1.000019,-0.000015,0.000006,0.000000,0.000000
1567852962.979951,-10.000013,11.999970,1.000022,-0.000020,0.000009,0.000000,0.000000
1567852962.981144,-10.000014,11.999966,1.000025,-0.000026,0.000012,0.000000,0.000000
1567852962.982298,-10.000016,11.999962,1.000029,-0.000034,0.000016,0.000000,0.000000
1567852962.982350,-10.000016,11.999962,1.000029,-0.000035,0.000016,0.000000,0.000000
1567852962.983481,-10.000018,11.999959,1.000033,-0.000045,0.000021,0.000000,0.000000
1567852962.984591,-10.000015,11.999960,1.000039,-0.000056,0.000026,0.000000,0.000000
1567852962.985693,-10.000013,11.999961,1.000046,-0.000067,0.000032,0.000000,0.000000
1567852962.986786,-10.000012,11.999964,1.000053,-0.000083,0.000038,0.000000,0.000000
1567852962.987904,-10.000010,11.999967,1.000061,-0.000098,0.000045,0.000000,0.000000
1567852962.989021,-10.000008,11.999969,1.000071,-0.000115,0.000051,0.000000,0.000000
