12.909379,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.910421,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.911462,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.912504,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.913546,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.914587,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.915629,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.916671,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.917712,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.918754,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.919796,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.920837,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.921879,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.922921,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.923962,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.925004,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.926046,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.927087,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.928129,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.929171,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.930212,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.931254,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.932296,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.933337,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.934379,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.935421,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.936462,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.937504,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.938546,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.939587,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.940629,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.941671,-24.000000,-7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
