counter,    accel.x,    accel.y,    accel.z,    gyro.p,    gyro.q,    gyro.r,    rot->phi,    rot->theta,    rot->psi,    rates->p,    rates->q,    rates->r,    pos->x, pos->y, pos->z,    COMMAND_THRUST,    COMMAND_ROLL,    COMMAND_PITCH,    COMMAND_YAW,    rpm_obs[0],    rpm_obs[1],    rpm_obs[2],    rpm_obs[3],    dr_state.x,    dr_state.y
4965,-580,-2806,-12640,-1852,-161,-405,0.461948,0.451663,-1.095165,-0.418213,-0.026123,-0.119629,-1.558594,-0.886719,-1.378906,6106,-2272,4,977,7842,9632,8947,8760,3.904454,2.195983
4966,418,-2874,-16065,-1968,-165,-111,0.460856,0.451527,-1.095348,-0.446533,-0.027100,-0.047852,-1.558594,-0.886719,-1.378906,6104,-2435,14,1002,7770,9707,9045,8658,3.902070,2.203698
4967,2595,-2545,-9113,-2125,1022,0,0.459945,0.451934,-1.095406,-0.484863,0.262695,-0.020752,-1.558594,-0.886719,-1.378906,6102,-2597,-179,1025,7694,9767,9144,8558,3.899669,2.211424
4968,-201,-2547,-6522,-2567,987,-281,0.458822,0.452477,-1.095313,-0.592773,0.254150,-0.089355,-1.437500,-0.859375,-1.367188,6101,-2722,-190,1063,7630,9820,9237,8517,3.897252,2.219162
4969,-1933,-2169,-11627,-3007,85,-255,0.457364,0.452477,-1.095554,-0.700195,0.033936,-0.083008,-1.437500,-0.859375,-1.367188,6100,-2847,-52,1103,7574,9883,9322,8433,3.894818,2.226911
4970,1643,-1761,-12287,-3578,213,139,0.455726,0.452477,-1.095465,-0.839600,0.065186,0.013184,-1.437500,-0.859375,-1.367188,6097,-2952,-71,1127,7536,9936,9412,8333,3.892367,2.234672
4971,1171,-1827,-6111,-4518,1266,106,0.453689,0.453020,-1.095158,-1.069092,0.322266,0.005127,-1.437500,-0.859375,-1.367188,6094,-2995,-252,1154,7441,9980,9493,8291,3.889900,2.242443
4972,-2248,-2520,-9053,-5318,-54,-74,0.451229,0.452952,-1.095430,-1.264404,0.000000,-0.038818,-1.437500,-0.859375,-1.367188,6091,-2969,-39,1191,7393,10030,9571,8170,3.887417,2.250225
4973,1028,-2501,-14738,-5908,-540,-98,0.448257,0.452681,-1.095706,-1.408447,-0.118652,-0.044678,-1.437500,-0.859375,-1.367188,6087,-2894,50,1230,7402,10077,9650,8097,3.884917,2.258018
4974,3195,-2054,-9667,-6634,989,-41,0.445126,0.453088,-1.095582,-1.585693,0.254639,-0.030762,-1.437500,-0.859375,-1.367188,6081,-2799,-193,1269,7292,10114,9708,8070,3.882401,2.265822
4975,-1357,-2854,-6945,-7345,237,-156,0.441635,0.453224,-1.095551,-1.759277,0.071045,-0.058838,-1.437500,-0.859375,-1.367188,6076,-2704,-70,1315,7282,10159,9778,7989,3.879868,2.273637
4976,528,-2825,-15393,-8075,-614,-217,0.437628,0.452952,-1.095856,-1.937500,-0.136719,-0.073730,-1.437500,-0.859375,-1.367188,6070,-2605,76,1366,7198,10199,9822,7942,3.877319,2.281462
4977,3274,-2142,-12461,-8759,958,-170,0.433645,0.453428,-1.095946,-2.104492,0.247070,-0.062256,-1.437500,-0.859375,-1.367188,6062,-2516,-179,1418,7166,10222,9855,7842,3.874754,2.289298
4978,-1040,-3291,-4907,-9448,721,-431,0.428988,0.453767,-1.096065,-2.272705,0.189209,-0.125977,-1.437500,-0.859375,-1.367188,6056,-2422,-147,1484,7107,10255,9861,7822,3.872172,2.297143
4979,-1003,-1983,-13356,-10448,-562,-562,0.423857,0.453563,-1.096491,-2.516846,-0.124023,-0.157959,-1.437500,-0.859375,-1.367188,6048,-2282,63,1560,7069,10304,9868,7769,3.869575,2.304998
4980,991,-1761,-17105,-11473,-87,-518,0.418328,0.453563,-1.096795,-2.767090,-0.008057,-0.147217,-1.437500,-0.859375,-1.367188,6039,-2133,-2,1641,7029,10345,9888,7737,3.866961,2.312863
4981,1712,-1778,-11569,-12667,516,-294,0.412453,0.453835,-1.096885,-3.058594,0.139160,-0.092529,-1.437500,-0.859375,-1.367188,6030,-1951,-93,1715,6970,10384,9855,7696,3.864330,2.320737
4982,843,-2525,-7220,-13349,732,-459,0.405953,0.454175,-1.097428,-3.225098,0.191895,-0.132812,-1.437500,-0.859375,-1.367188,6021,-1835,-138,1799,6956,10402,9823,7705,3.861684,2.328621
4983,1699,-2054,-13317,-14332,1486,-477,0.399172,0.454922,-1.097303,-3.465088,0.375977,-0.137207,-1.437500,-0.859375,-1.367188,6011,-1671,-283,1888,6881,10425,9796,7719,3.859022,2.336513
4984,-2723,-2198,-10215,-15193,215,-124,0.391838,0.454990,-1.097303,-3.675293,0.065674,-0.051025,-1.437500,-0.859375,-1.367188,6001,-1521,-89,1964,6854,10457,9773,7740,3.856343,2.344414
4985,4,-2593,-10931,-15790,-344,255,0.384417,0.454786,-1.097244,-3.821045,-0.070801,0.041504,-1.437500,-0.859375,-1.367188,5990,-1407,5,2024,6786,10477,9701,7780,3.853649,2.352323
4986,4565,-2237,-12210,-16546,1859,313,0.376758,0.455533,-1.096815,-4.005615,0.467041,0.055664,-1.308594,-0.808594,-1.367188,5978,-1270,-360,2080,6750,10492,9611,7817,3.850939,2.360240
4987,-952,-3433,-9444,-17017,1676,370,0.368814,0.456213,-1.096629,-4.120605,0.422363,0.069580,-1.308594,-0.808594,-1.367188,5968,-1176,-354,2132,6751,10496,9546,7893,3.848212,2.368165
4988,-3586,-1720,-12522,-17839,-287,895,0.360624,0.455941,-1.096145,-4.321289,-0.056885,0.197754,-1.308594,-0.808594,-1.367188,5957,-1030,-45,2159,6680,10489,9444,7948,3.845470,2.376096
4989,3269,-1515,-15824,-18831,1037,1349,0.351983,0.455941,-1.095475,-4.563477,0.266357,0.308594,-1.308594,-0.808594,-1.367188,5945,-856,-263,2162,6670,10492,9374,8054,3.842712,2.384035
4990,1955,-3130,-5330,-19450,2059,1098,0.343152,0.456757,-1.094557,-4.714600,0.515869,0.247314,-1.308594,-0.808594,-1.367188,5933,-728,-443,2170,6665,10465,9283,8164,3.839938,2.391980
4991,-2182,-2271,-10211,-20156,579,1043,0.333580,0.456893,-1.093949,-4.886963,0.154541,0.233887,-1.308594,-0.808594,-1.367188,5923,-582,-216,2177,6648,10415,9204,8224,3.837149,2.399931
4992,-241,-1300,-19082,-20892,261,1440,0.324288,0.456689,-1.093432,-5.066650,0.076904,0.330811,-1.308594,-0.808594,-1.367188,5910,-433,-166,2164,6630,10387,9125,8348,3.834344,2.407888
4993,2236,-3003,-8518,-21498,932,1778,0.314437,0.456757,-1.092549,-5.214600,0.240723,0.413330,-1.308594,-0.808594,-1.367188,5898,-295,-268,2132,6639,10350,9035,8461,3.831523,2.415851
4994,1249,-3001,-4182,-21810,1043,1246,0.304476,0.457097,-1.091726,-5.290771,0.267822,0.283447,-1.308594,-0.808594,-1.367188,5886,-198,-287,2120,6675,10289,8966,8588,3.828686,2.423818
4995,59,-1995,-16017,-22752,762,1181,0.294018,0.457301,-1.091086,-5.520752,0.199219,0.267578,-1.308594,-0.808594,-1.367188,5875,-13,-247,2111,6679,10216,8843,8650,3.825834,2.431789
4996,-450,-3140,-12113,-23190,505,1610,0.283364,0.457301,-1.090174,-5.627686,0.136475,0.372314,-1.308594,-0.808594,-1.367188,5863,107,-203,2082,6709,10155,8798,8758,3.822966,2.439764
4997,2504,-2427,-5970,-23381,660,1401,0.272589,0.457301,-1.089442,-5.674316,0.174316,0.321289,-1.308594,-0.808594,-1.367188,5852,197,-223,2061,6785,10061,8737,8875,3.820083,2.447743
4998,804,-1322,-12115,-24173,1028,1235,0.261514,0.457641,-1.089075,-5.867676,0.264160,0.280762,-1.308594,-0.808594,-1.367188,5840,372,-283,2046,6804,9989,8649,8974,3.817184,2.455724
4999,250,-2979,-14702,-24517,584,1410,0.250061,0.457641,-1.088315,-5.951660,0.155762,0.323486,-1.308594,-0.808594,-1.367188,5830,486,-213,2023,6851,9894,8593,9073,3.814270,2.463709
5000,1207,-2586,-8083,-24465,1046,1368,0.238690,0.457914,-1.087520,-5.938965,0.268555,0.313232,-1.308594,-0.808594,-1.367188,5819,545,-291,2002,6948,9827,8474,9127,3.811341,2.471695
5001,-846,-1481,-9894,-24776,1037,1294,0.227100,0.458254,-1.086756,-6.014893,0.266357,0.295166,-1.308594,-0.808594,-1.367188,5809,651,-297,1983,6995,9724,8399,9212,3.808396,2.479683
5002,-2108,-1786,-13576,-24890,-28,1381,0.215923,0.457914,-1.086087,-6.042725,0.006348,0.316406,-1.308594,-0.808594,-1.367188,5799,726,-117,1961,7056,9613,8351,9294,3.805435,2.487672
5003,2093,-2515,-13201,-24711,656,1438,0.204524,0.458050,-1.085691,-5.999023,0.173340,0.330322,-1.179688,-0.757812,-1.367188,5789,756,-221,1937,7094,9576,8281,9383,3.802460,2.495661
5004,2580,-1500,-7157,-24718,2292,1205,0.193136,0.459071,-1.084708,-6.000732,0.572754,0.273438,-1.179688,-0.757812,-1.367188,5780,806,-504,1924,7217,9506,8204,9449,3.799469,2.503651
5005,-3431,-2801,-9253,-24504,906,1148,0.181784,0.459343,-1.084035,-5.948486,0.234375,0.259521,-1.179688,-0.757812,-1.367188,5774,823,-296,1914,7251,9444,8106,9514,3.796463,2.511640
5006,-88,-2418,-16010,-24201,-156,1209,0.170511,0.459071,-1.083518,-5.874512,-0.024902,0.274414,-1.179688,-0.757812,-1.367188,5766,820,-121,1903,7349,9361,8083,9587,3.793442,2.519628
5007,3375,-802,-9589,-24236,1950,1183,0.159651,0.459888,-1.082810,-5.883057,0.489258,0.268066,-1.179688,-0.757812,-1.367188,5758,858,-471,1895,7393,9235,8035,9613,3.790406,2.527615
5008,-971,-2737,-4535,-24048,1065,804,0.148024,0.460297,-1.082502,-5.837158,0.273193,0.175537,-1.179688,-0.757812,-1.367188,5753,869,-336,1905,7496,9151,7981,9662,3.787355,2.535601
5009,-1623,-2520,-16133,-23682,-991,673,0.136994,0.459615,-1.082353,-5.747803,-0.228760,0.143555,-1.179688,-0.757812,-1.367188,5747,849,8,1926,7566,9089,7896,9722,3.784288,2.543584
5010,2410,-1122,-15768,-23528,363,913,0.126129,0.459684,-1.081836,-5.710205,0.101807,0.202148,-1.179688,-0.757812,-1.367188,5740,857,-191,1939,7594,9015,7823,9762,3.781207,2.551564
5011,533,-2020,-4549,-23281,178,717,0.115358,0.459684,-1.081440,-5.649902,0.056641,0.154297,-1.179688,-0.757812,-1.367188,5735,850,-140,1963,7658,8985,7763,9783,3.778111,2.559541
5012,-1089,-2915,-10247,-22643,-1434,505,0.104852,0.458935,-1.081416,-5.494141,-0.336914,0.102539,-1.179688,-0.757812,-1.367188,5730,783,150,2000,7671,8920,7696,9817,3.774999,2.567515
5013,3382,-2039,-18355,-22503,-568,786,0.094148,0.458526,-1.081271,-5.459961,-0.125488,0.171143,-1.179688,-0.757812,-1.367188,5725,784,41,2028,7737,8863,7663,9848,3.771873,2.575485
5014,1158,-1525,-9850,-22470,494,1227,0.083633,0.458730,-1.080691,-5.451904,0.133789,0.278809,-1.179688,-0.757812,-1.367188,5720,805,-115,2038,7759,8836,7562,9834,3.768732,2.583450
5015,-2159,-3552,-3517,-21736,-1257,1004,0.073499,0.458050,-1.080275,-5.272705,-0.293701,0.224365,-1.179688,-0.757812,-1.367188,5717,723,188,2056,7796,8815,7527,9859,3.765577,2.591411
5016,3247,-2220,-12734,-21047,-950,1078,0.063866,0.457437,-1.079730,-5.104492,-0.218750,0.242432,-1.179688,-0.757812,-1.367188,5713,644,162,2071,7807,8803,7503,9856,3.762406,2.599366
5017,1316,-1871,-15966,-20982,268,1414,0.054189,0.457505,-1.079002,-5.088623,0.078369,0.324463,-1.179688,-0.757812,-1.367188,5710,648,-20,2069,7834,8799,7423,9842,3.759221,2.607316
5018,-1670,-2325,-9227,-20847,-1521,1636,0.044836,0.456757,-1.078527,-5.055664,-0.358398,0.378662,-1.179688,-0.757812,-1.367188,5708,646,288,2054,7861,8811,7376,9842,3.756021,2.615259
5019,1975,-2210,-6215,-20515,-1492,1741,0.035563,0.455941,-1.077656,-4.974609,-0.351318,0.404297,-1.179688,-0.757812,-1.367188,5705,619,313,2031,7859,8808,7323,9833,3.752806,2.623196
5020,1281,-2315,-12079,-20343,-78,1641,0.026041,0.455873,-1.076864,-4.932617,-0.006104,0.379883,-1.058594,-0.718750,-1.367188,5702,623,103,2008,7891,8842,7295,9802,3.749577,2.631127
5021,-733,-2200,-17364,-20420,-1388,1608,0.016924,0.455126,-1.076082,-4.951416,-0.325928,0.371826,-1.058594,-0.718750,-1.367188,5701,666,333,1983,7909,8860,7207,9756,3.746334,2.639050
5022,386,-1654,-10404,-20618,-1891,1904,0.007336,0.454107,-1.075038,-4.999756,-0.448730,0.444092,-1.058594,-0.718750,-1.367188,5699,737,442,1942,7897,8890,7176,9760,3.743076,2.646966
5023,1613,-1854,-7041,-20552,-669,1859,-0.001562,0.453835,-1.074468,-4.983643,-0.150391,0.433105,-1.058594,-0.718750,-1.367188,5696,777,267,1900,7916,8902,7096,9703,3.739804,2.654873
5024,-7,-3550,-7631,-20191,-307,1366,-0.010662,0.453563,-1.073861,-4.895508,-0.062012,0.312744,-1.058594,-0.718750,-1.367188,5696,778,216,1877,7941,8911,7092,9694,3.736517,2.662772
5025,-182,-2840,-17107,-20197,-1329,1377,-0.020300,0.452952,-1.073021,-4.896973,-0.311523,0.315430,-1.058594,-0.718750,-1.367188,5696,837,387,1854,7966,8927,7051,9669,3.733216,2.670663
5026,-1079,-1595,-12584,-20441,-1159,1700,-0.029525,0.452342,-1.072154,-4.956543,-0.270020,0.394287,-1.058594,-0.718750,-1.367188,5695,933,374,1816,7976,8945,7013,9645,3.729901,2.678545
5027,-474,-3669,-6149,-20016,-1000,1412,-0.038341,0.451867,-1.071433,-4.852783,-0.231201,0.323975,-1.058594,-0.718750,-1.367188,5695,935,364,1791,8018,8952,6961,9620,3.726571,2.686417
5028,1434,-2903,-10445,-19646,-891,1307,-0.047706,0.451392,-1.071195,-4.762451,-0.204590,0.298340,-1.058594,-0.718750,-1.367188,5695,945,357,1770,8041,8945,6907,9616,3.723228,2.694279
5029,2430,-2120,-14013,-19600,-198,1737,-0.056462,0.451324,-1.070226,-4.751221,-0.035400,0.403320,-1.058594,-0.718750,-1.367188,5696,997,242,1730,8050,8944,6873,9593,3.719870,2.702132
5030,-113,-2642,-11088,-19428,-834,1944,-0.065486,0.450985,-1.069204,-4.709229,-0.190674,0.453857,-1.058594,-0.718750,-1.367188,5697,1034,348,1679,8109,8940,6831,9577,3.716498,2.709974
5031,1353,-3152,-10389,-19105,-850,1802,-0.073974,0.450510,-1.068268,-4.630371,-0.194580,0.419189,-1.058594,-0.718750,-1.367188,5699,1048,356,1633,8145,8925,6814,9571,3.713112,2.717804
5032,2489,-1910,-6686,-19027,143,1931,-0.082206,0.450646,-1.067326,-4.611328,0.047852,0.450684,-1.058594,-0.718750,-1.367188,5700,1096,191,1577,8171,8902,6768,9574,3.709712,2.725624
5033,-346,-1730,-9778,-18885,-385,2053,-0.090568,0.450510,-1.066602,-4.576660,-0.081055,0.480469,-1.058594,-0.718750,-1.367188,5703,1133,273,1513,8213,8863,6739,9555,3.706298,2.733432
5034,897,-2244,-17219,-18722,-1645,2090,-0.098907,0.449832,-1.065343,-4.536865,-0.388672,0.489502,-1.058594,-0.718750,-1.367188,5705,1172,491,1445,8263,8869,6714,9572,3.702870,2.741228
5035,3377,-1981,-12517,-18717,-967,2111,-0.107215,0.449358,-1.064284,-4.535645,-0.223145,0.494629,-1.058594,-0.718750,-1.367188,5707,1235,404,1373,8276,8838,6664,9563,3.699428,2.749012
5036,-1731,-3660,-2136,-18120,-782,1924,-0.115438,0.449087,-1.063171,-4.389893,-0.177979,0.448975,-1.058594,-0.718750,-1.367188,5709,1213,395,1306,8347,8792,6650,9564,3.695973,2.756783
5037,-1953,-2789,-9957,-17318,-2201,1765,-0.123095,0.448138,-1.062099,-4.194092,-0.524414,0.410156,-0.929688,-0.656250,-1.367188,5712,1153,657,1245,8404,8742,6616,9557,3.692503,2.764542
5038,3139,-1129,-18374,-17231,-1458,1926,-0.130686,0.447461,-1.061482,-4.172852,-0.343018,0.449219,-0.929688,-0.656250,-1.367188,5714,1184,569,1177,8429,8729,6615,9540,3.689020,2.772287
5039,253,-1922,-10909,-17179,-632,1780,-0.138470,0.447191,-1.060608,-4.160156,-0.141357,0.413574,-0.929688,-0.656250,-1.367188,5716,1221,458,1115,8500,8713,6569,9542,3.685523,2.780019
5040,-3144,-2420,-7476,-16520,-1758,1355,-0.145792,0.446446,-1.059774,-3.999268,-0.416260,0.309814,-0.929688,-0.656250,-1.367188,5719,1173,664,1072,8568,8684,6554,9514,3.682012,2.787737
5041,3810,-2215,-14492,-15908,-932,1606,-0.153035,0.445972,-1.058901,-3.849854,-0.214600,0.371094,-0.929688,-0.656250,-1.367188,5722,1125,545,1019,8636,8644,6540,9477,3.678487,2.795440
5042,4799,-2996,-14968,-15328,1229,1756,-0.159797,0.446649,-1.058071,-3.708252,0.312988,0.407715,-0.929688,-0.656250,-1.367188,5725,1073,183,960,8661,8640,6554,9459,3.674949,2.803130
5043,-1872,-3877,-9188,-14411,468,1412,-0.166184,0.446988,-1.057762,-3.484375,0.127197,0.323730,-0.929688,-0.656250,-1.367188,5730,962,280,917,8697,8616,6540,9419,3.671397,2.810804
5044,-1645,-2488,-9290,-13831,-261,1427,-0.172281,0.446920,-1.057039,-3.342773,-0.050781,0.327393,-0.929688,-0.656250,-1.367188,5735,890,377,874,8732,8584,6540,9427,3.667832,2.818464
5045,895,-1076,-9517,-13558,734,1765,-0.178225,0.447326,-1.056209,-3.276123,0.192139,0.409912,-0.929688,-0.656250,-1.367188,5738,858,203,815,8776,8569,6554,9393,3.664253,2.826108
5046,223,-3247,-9502,-12955,265,1477,-0.184196,0.447529,-1.055563,-3.128906,0.077637,0.339600,-0.929688,-0.656250,-1.367188,5743,781,269,769,8824,8550,6560,9362,3.660661,2.833737
5047,-1161,-3225,-11281,-12233,-1702,1229,-0.189377,0.446784,-1.054790,-2.952637,-0.402588,0.279053,-0.929688,-0.656250,-1.367188,5747,680,604,734,8816,8539,6586,9338,3.657054,2.841350
5048,2307,-1215,-12722,-12222,-725,1604,-0.195060,0.446514,-1.054345,-2.949951,-0.164062,0.370605,-0.929688,-0.656250,-1.367188,5750,683,475,683,8823,8516,6656,9315,3.653435,2.848948
5049,1306,-1547,-8973,-12292,-215,1392,-0.200435,0.446581,-1.053648,-2.967041,-0.039551,0.318848,-0.929688,-0.656250,-1.367188,5753,702,414,642,8848,8508,6682,9283,3.649801,2.856529
5050,-2467,-3240,-7368,-11684,-2473,806,-0.205580,0.445431,-1.052951,-2.818604,-0.590820,0.175781,-0.929688,-0.656250,-1.367188,5757,631,821,627,8853,8506,6775,9244,3.646155,2.864094
5051,3175,-2010,-13058,-11039,-1569,1155,-0.210352,0.444755,-1.052212,-2.661133,-0.370117,0.260986,-0.929688,-0.656250,-1.367188,5759,553,721,600,8861,8506,6802,9188,3.642494,2.871642
5052,6199,-1666,-14615,-10834,889,1379,-0.215221,0.445296,-1.051566,-2.611084,0.229980,0.315674,-0.929688,-0.656250,-1.367188,5762,535,337,562,8872,8526,6834,9172,3.638821,2.879174
5053,-642,-3826,-10539,-10274,-246,758,-0.219615,0.445296,-1.051684,-2.474365,-0.047119,0.164062,-0.929688,-0.656250,-1.367188,5766,461,520,554,8886,8533,6900,9079,3.635134,2.886689
5054,-1227,-2820,-8204,-9729,-1342,880,-0.223986,0.444620,-1.051063,-2.341309,-0.314697,0.193848,-0.828125,-0.609375,-1.367188,5770,387,706,542,8885,8552,6952,9049,3.631434,2.894186
5055,2632,-1908,-8917,-9395,455,1316,-0.227970,0.444890,-1.050417,-2.259766,0.124023,0.300293,-0.828125,-0.609375,-1.367188,5773,343,420,511,8907,8590,7019,8987,3.627720,2.901667
5056,627,-3511,-8961,-9271,756,1074,-0.232133,0.445364,-1.050073,-2.229492,0.197510,0.241211,-0.828125,-0.609375,-1.367188,5776,329,365,489,8910,8593,7044,8914,3.623993,2.909130
5057,-1318,-2464,-14117,-9110,-1028,684,-0.236268,0.444958,-1.049595,-2.190186,-0.238037,0.145996,-0.828125,-0.609375,-1.367188,5781,315,656,485,8883,8622,7083,8876,3.620253,2.916575
5058,-1065,-834,-10617,-9304,-958,1231,-0.240223,0.444552,-1.048766,-2.237549,-0.220947,0.279541,-0.828125,-0.609375,-1.367188,5784,356,666,458,8894,8652,7148,8825,3.616499,2.924003
5059,2250,-2520,-7916,-9446,348,1309,-0.244224,0.444755,-1.048757,-2.272217,0.097900,0.298584,-0.828125,-0.609375,-1.367188,5787,401,467,426,8875,8676,7176,8764,3.612732,2.931413
5060,-1877,-2950,-9091,-9339,-917,651,-0.248455,0.444417,-1.048338,-2.246094,-0.210938,0.137939,-0.828125,-0.609375,-1.367188,5790,418,688,422,8889,8692,7260,8716,3.608952,2.938805
5061,880,-1808,-16015,-9537,-1839,926,-0.252502,0.443606,-1.047552,-2.294434,-0.436035,0.205078,-0.828125,-0.609375,-1.367188,5794,485,872,406,8890,8712,7285,8696,3.605159,2.946178
5062,3235,-2176,-12526,-9450,-359,1436,-0.256567,0.443538,-1.046730,-2.273193,-0.074707,0.329590,-0.828125,-0.609375,-1.367188,5796,513,662,367,8897,8744,7326,8649,3.601352,2.953534
5063,-218,-3926,-4503,-9234,-274,839,-0.260663,0.443538,-1.046287,-2.220459,-0.053955,0.183838,-0.828125,-0.609375,-1.367188,5800,526,665,352,8898,8743,7346,8572,3.597533,2.960871
5064,915,-2954,-10900,-8942,-1580,666,-0.264510,0.442863,-1.046330,-2.149170,-0.372803,0.141602,-0.828125,-0.609375,-1.367188,5804,524,901,346,8914,8769,7362,8589,3.593700,2.968189
5065,2553,-2071,-14361,-8966,-590,1405,-0.268278,0.442728,-1.045518,-2.155029,-0.131104,0.322021,-0.828125,-0.609375,-1.367188,5807,563,762,306,8934,8775,7378,8539,3.589854,2.975488
5066,4656,-3806,-12053,-9027,745,1392,-0.272332,0.443201,-1.044896,-2.169922,0.194824,0.318848,-0.828125,-0.609375,-1.367188,5810,610,546,264,8955,8793,7377,8497,3.585995,2.982768
5067,1375,-3799,-9258,-8835,350,1046,-0.276137,0.443538,-1.044468,-2.123047,0.098389,0.234375,-0.828125,-0.609375,-1.367188,5815,622,600,235,8987,8792,7392,8485,3.582123,2.990029
5068,883,-2493,-7414,-8840,-43,1037,-0.279961,0.443606,-1.043948,-2.124268,0.002441,0.232178,-0.828125,-0.609375,-1.367188,5820,664,655,204,9020,8798,7405,8499,3.578237,2.997271
5069,-233,-1539,-9222,-9223,455,1307,-0.283916,0.443944,-1.043821,-2.217773,0.124023,0.298096,-0.828125,-0.609375,-1.367188,5824,759,570,160,9053,8789,7379,8463,3.574339,3.004494
5070,-253,-2884,-14501,-9851,-387,784,-0.288363,0.443809,-1.043427,-2.371094,-0.081543,0.170410,-0.828125,-0.609375,-1.367188,5829,902,712,139,9084,8759,7402,8455,3.570428,3.011697
5071,-3736,-2808,-12128,-9927,-2560,562,-0.292654,0.442660,-1.042795,-2.389648,-0.612061,0.116211,-0.828125,-0.609375,-1.367188,5833,977,1105,129,9125,8752,7411,8458,3.566504,3.018880
5072,947,-2303,-8443,-9801,-1913,974,-0.296851,0.441850,-1.042037,-2.358887,-0.454102,0.216797,-0.707031,-0.539062,-1.367188,5836,1023,1059,102,9131,8730,7391,8456,3.562566,3.026043
5073,5458,-3408,-10600,-9600,172,815,-0.301209,0.441985,-1.041609,-2.309814,0.054932,0.177979,-0.707031,-0.539062,-1.367188,5839,1057,757,83,9201,8723,7395,8457,3.558616,3.033187
5074,-1126,-3994,-10201,-9140,-727,292,-0.305032,0.441715,-1.041978,-2.197510,-0.164551,0.050293,-0.707031,-0.539062,-1.367188,5845,1040,918,88,9254,8669,7377,8479,3.554653,3.040310
5075,-1318,-2318,-9473,-8718,-2149,710,-0.308795,0.440770,-1.041303,-2.094482,-0.511719,0.152344,-0.707031,-0.539062,-1.367188,5848,1020,1178,77,9326,8674,7387,8479,3.550677,3.047412
5076,4605,-2281,-9698,-8184,-104,1172,-0.312488,0.440837,-1.040701,-1.964111,-0.012451,0.265137,-0.707031,-0.539062,-1.367188,5851,976,868,46,9395,8665,7337,8472,3.546688,3.054495
5077,5217,-3057,-9362,-8001,1492,642,-0.315986,0.441647,-1.040565,-1.919434,0.377197,0.135742,-0.707031,-0.539062,-1.367188,5856,971,601,37,9461,8637,7315,8471,3.542686,3.061556
5078,-1975,-1744,-12065,-7889,285,381,-0.319423,0.441850,-1.040346,-1.892090,0.082520,0.072021,-0.707031,-0.539062,-1.367188,5861,975,773,39,9506,8604,7291,8482,3.538671,3.068597
5079,-2772,-866,-10046,-7837,-884,1111,-0.322775,0.441580,-1.040263,-1.879395,-0.202881,0.250244,-0.707031,-0.539062,-1.367188,5866,986,961,10,9568,8613,7281,8501,3.534644,3.075617
5080,5690,-2000,-11175,-7680,527,1196,-0.326213,0.441850,-1.039825,-1.841064,0.141602,0.270996,-0.707031,-0.539062,-1.367188,5870,984,735,-24,9610,8569,7252,8501,3.530603,3.082615
5081,-706,-2530,-8091,-7336,897,671,-0.329290,0.442322,-1.039504,-1.757080,0.231934,0.142822,-0.707031,-0.539062,-1.367188,5874,954,671,-38,9628,8585,7251,8522,3.526550,3.089593
5082,-1985,-1710,-13104,-7353,-627,666,-0.332665,0.442052,-1.039202,-1.761230,-0.140137,0.141602,-0.707031,-0.539062,-1.367188,5879,978,920,-53,9654,8565,7252,8518,3.522484,3.096549
5083,46,-2601,-13433,-6667,-394,1013,-0.335355,0.441985,-1.038634,-1.593750,-0.083252,0.226318,-0.707031,-0.539062,-1.367188,5883,894,897,-83,9656,8540,7231,8513,3.518405,3.103484
5084,1353,-3257,-7269,-6072,503,616,-0.337790,0.442255,-1.038843,-1.448486,0.135742,0.129395,-0.707031,-0.539062,-1.367188,5886,816,764,-95,9709,8522,7235,8525,3.514314,3.110398
5085,-442,-2305,-8062,-5551,-682,67,-0.340371,0.441850,-1.038703,-1.321289,-0.153564,-0.004639,-0.707031,-0.539062,-1.367188,5890,736,970,-81,9713,8526,7256,8518,3.510210,3.117289
5086,1385,-2227,-16157,-5246,-738,241,-0.342720,0.441512,-1.038586,-1.246826,-0.167236,0.037842,-0.707031,-0.539062,-1.367188,5893,684,1004,-73,9725,8515,7263,8524,3.506093,3.124159
5087,4652,-2176,-13568,-4736,900,477,-0.344686,0.441985,-1.038367,-1.122314,0.232666,0.095459,-0.707031,-0.539062,-1.367188,5895,600,748,-72,9750,8511,7267,8507,3.501963,3.131008
5088,1992,-1669,-7000,-4620,1091,215,-0.346849,0.442525,-1.038473,-1.093994,0.279297,0.031494,-0.707031,-0.539062,-1.367188,5899,570,707,-59,9746,8522,7271,8494,3.497820,3.137834
5089,-691,-2059,-5482,-4263,-204,-154,-0.348771,0.442390,-1.039110,-1.006836,-0.036865,-0.058594,-0.589844,-0.476562,-1.367188,5902,504,913,-26,9745,8517,7314,8469,3.493665,3.144639
5090,2627,-2022,-16165,-3798,119,305,-0.350312,0.442458,-1.039076,-0.893311,0.041992,0.053467,-0.589844,-0.476562,-1.367188,5905,421,866,-11,9749,8543,7332,8459,3.489497,3.151422
5091,5057,-1220,-16341,-3604,1662,662,-0.351859,0.443201,-1.039055,-0.845947,0.418701,0.140625,-0.589844,-0.476562,-1.367188,5907,377,609,-12,9725,8557,7330,8411,3.485316,3.158182
5092,-691,-2886,-6950,-3234,1030,340,-0.353321,0.443741,-1.039161,-0.755615,0.264404,0.062012,-0.589844,-0.476562,-1.367188,5910,307,697,0,9712,8579,7382,8416,3.481122,3.164921
