counter,    accel.x,    accel.y,    accel.z,    gyro.p,    gyro.q,    gyro.r,    rot->phi,    rot->theta,    rot->psi,    rates->p,    rates->q,    rates->r,    pos->x, pos->y, pos->z,    COMMAND_THRUST,    COMMAND_ROLL,    COMMAND_PITCH,    COMMAND_YAW,    rpm_obs[0],    rpm_obs[1],    rpm_obs[2],    rpm_obs[3],    dr_state.x,    dr_state.y,    ctrl.cmd.phi,    ctrl.cmd.theta
239,277,214,-15630,401,-732,-187,0.000794,0.015198,-1.597228,0.131836,-0.164551,-0.036621,-2.339844,2.527344,-1.906250,5400,-110,-18,-263,8113,7845,8243,8031,-75.479408,53.416626,0.000000,0.000000
240,1370,1934,-17001,-453,-87,-217,0.000671,0.015198,-1.597228,-0.076660,-0.007080,-0.043945,-2.339844,2.527344,-1.906250,5400,8,-110,-258,8088,7870,8239,8028,-75.479408,53.417130,0.000000,0.000000
241,-344,1466,-7392,-1015,-124,-50,0.000183,0.015198,-1.597289,-0.213867,-0.016113,-0.003174,-2.339844,2.527344,-1.906250,5400,102,-98,-260,8072,7866,8271,8026,-75.479408,53.417633,0.000000,0.000000
242,605,-383,-7815,-893,-233,71,-0.000183,0.015137,-1.597167,-0.184082,-0.042725,0.026367,-2.339844,2.527344,-1.906250,5400,107,-78,-268,8084,7886,8265,8028,-75.479408,53.418137,0.000000,0.000000
243,3323,-1034,-13987,-483,819,130,-0.000366,0.015504,-1.597106,-0.083984,0.214111,0.040771,-2.339844,2.527344,-1.906250,5400,67,-258,-280,8080,7879,8256,8025,-75.479408,53.418640,0.000000,0.000000
244,956,-712,-7810,-187,1312,89,-0.000366,0.016114,-1.597048,-0.011719,0.334473,0.030762,-2.339844,2.527344,-1.906250,5400,32,-363,-290,8089,7888,8253,8021,-75.479408,53.419144,0.000000,0.000000
245,-4615,-1058,-1416,196,-220,-56,-0.000244,0.016053,-1.596802,0.081787,-0.039551,-0.004639,-2.339844,2.527344,-1.906250,5400,-24,-130,-296,8071,7873,8276,8023,-75.479408,53.419647,0.000000,0.000000
246,-2248,-780,-11811,403,-1401,-193,0.000061,0.015504,-1.596801,0.132324,-0.327881,-0.038086,-2.339844,2.527344,-1.906250,5400,-64,76,-294,8096,7856,8270,8028,-75.479408,53.420151,0.000000,0.000000
247,2282,993,-19160,-87,-523,-213,0.000061,0.015198,-1.596923,0.012695,-0.113525,-0.042969,-2.339844,2.527344,-1.906250,5400,-4,-41,-291,8079,7845,8259,8027,-75.479408,53.420654,0.000000,0.000000
248,1808,1700,-10684,-677,292,-178,-0.000183,0.015381,-1.597045,-0.131348,0.085449,-0.034424,-2.339844,2.527344,-1.906250,5400,81,-163,-289,8091,7843,8257,8024,-75.479408,53.421158,0.000000,0.000000
249,0,451,-4970,-1063,287,-4,-0.000610,0.015565,-1.597045,-0.225586,0.084229,0.008057,-2.339844,2.527344,-1.906250,5400,150,-168,-293,8083,7835,8251,8027,-75.479408,53.421661,0.000000,0.000000
250,2666,-322,-10759,-976,579,146,-0.001038,0.015870,-1.596742,-0.204346,0.155518,0.044678,-2.339844,2.527344,-1.906250,5400,157,-230,-305,8098,7832,8269,8027,-75.479408,53.422165,0.000000,0.000000
251,1980,-573,-11895,-703,1671,132,-0.001343,0.016663,-1.596681,-0.137695,0.422119,0.041260,-2.339844,2.527344,-1.906250,5400,134,-437,-318,8113,7829,8262,8028,-75.479408,53.422668,0.000000,0.000000
252,-3335,-695,-2806,-407,1333,-47,-0.001404,0.017396,-1.596619,-0.065430,0.339600,-0.002441,-2.339844,2.527344,-1.906250,5400,99,-418,-323,8105,7824,8262,8055,-75.479408,53.423172,0.000000,0.000000
253,-4725,-522,-7779,-231,-865,-150,-0.001465,0.017030,-1.596619,-0.022461,-0.197021,-0.027588,-2.339844,2.527344,-1.906250,5400,74,-68,-324,8115,7823,8259,8049,-75.479408,53.423676,0.000000,0.000000
254,624,-285,-18884,-32,-1560,-102,-0.001404,0.016236,-1.596681,0.026123,-0.366699,-0.015869,-2.339844,2.527344,-1.906250,5400,41,73,-327,8122,7810,8245,8055,-75.479408,53.424179,0.000000,0.000000
255,3751,1178,-13438,-207,69,-165,-0.001404,0.016236,-1.596742,-0.016602,0.031006,-0.031250,-2.339844,2.527344,-1.906250,5400,60,-163,-325,8114,7805,8245,8082,-75.479408,53.424686,0.000000,0.000000
256,145,932,-3560,-597,902,-172,-0.001648,0.016602,-1.596681,-0.111816,0.234375,-0.032959,-2.339844,2.539062,-1.906250,5400,114,-298,-324,8114,7776,8283,8076,-75.479408,53.425194,0.000000,0.000000
257,-1043,-370,-8741,-669,-285,-108,-0.001954,0.016541,-1.596681,-0.129395,-0.055420,-0.017334,-2.339844,2.539062,-1.906250,5400,130,-110,-324,8095,7763,8276,8096,-75.479408,53.425701,0.000000,0.000000
258,2086,-334,-15435,-405,-427,-58,-0.002076,0.016419,-1.596681,-0.064941,-0.090088,-0.005127,-2.339844,2.539062,-1.906250,5400,97,-83,-326,8108,7763,8266,8089,-75.479408,53.426208,0.000000,0.000000
259,2418,-26,-13675,-226,167,-26,-0.002137,0.016480,-1.596681,-0.021240,0.054932,0.002686,-2.339844,2.539062,-1.906250,5400,73,-175,-330,8147,7757,8254,8070,-75.479408,53.426716,0.000000,0.000000
260,-659,-568,-4965,37,89,28,-0.002015,0.016602,-1.596681,0.042969,0.035889,0.015869,-2.339844,2.539062,-1.906250,5400,31,-162,-337,8129,7740,8275,8085,-75.479408,53.427223,0.000000,0.000000
261,-1670,-1058,-8949,549,-972,135,-0.001648,0.016297,-1.596436,0.167969,-0.223145,0.041992,-2.339844,2.539062,-1.906250,5400,-54,20,-350,8130,7760,8269,8079,-75.479408,53.427731,0.000000,0.000000
262,1616,-192,-14313,714,-387,132,-0.001343,0.015992,-1.596314,0.208252,-0.080322,0.041260,-2.339844,2.539062,-1.906250,5400,-97,-61,-364,8130,7743,8257,8087,-75.479408,53.428238,0.000000,0.000000
263,2044,849,-10066,379,1004,-8,-0.001038,0.016480,-1.596192,0.126465,0.259277,0.007080,-2.339844,2.539062,-1.906250,5400,-68,-292,-372,8154,7762,8256,8078,-75.479408,53.428745,0.000000,0.000000
264,-1975,1373,-4670,-302,523,8,-0.001099,0.016785,-1.596192,-0.039795,0.141846,0.010986,-2.339844,2.539062,-1.906250,5400,20,-231,-382,8144,7751,8254,8055,-75.479408,53.429253,0.000000,0.000000
265,-2393,324,-11608,-584,-653,-17,-0.001404,0.016541,-1.596253,-0.108643,-0.145264,0.004883,-2.339844,2.539062,-1.906250,5400,67,-45,-391,8133,7776,8275,8069,-75.479408,53.429760,0.000000,0.000000
266,1168,-183,-14339,-529,-82,-132,-0.001526,0.016480,-1.596070,-0.095215,-0.005859,-0.023193,-2.339844,2.539062,-1.906250,5400,71,-134,-394,8150,7780,8272,8062,-75.479408,53.430267,0.000000,0.000000
267,1316,231,-7153,-472,917,-222,-0.001709,0.016908,-1.596070,-0.081299,0.238037,-0.045166,-2.339844,2.539062,-1.906250,5400,74,-303,-393,8140,7775,8268,8045,-75.479408,53.430775,0.000000,0.000000
268,-2553,-985,-6427,-2,-344,-257,-0.001709,0.016847,-1.596192,0.033447,-0.069824,-0.053711,-2.339844,2.539062,-1.906250,5400,13,-104,-389,8151,7781,8294,8039,-75.479408,53.431282,0.000000,0.000000
269,-558,-1842,-13080,778,-1309,-322,-0.001160,0.016175,-1.596314,0.223877,-0.305420,-0.069580,-2.339844,2.539062,-1.906250,5400,-106,67,-380,8148,7761,8279,8039,-75.479408,53.431789,0.000000,0.000000
270,2723,-800,-11076,1050,-207,-387,-0.000610,0.016053,-1.596436,0.290283,-0.036377,-0.085449,-2.339844,2.539062,-1.906250,5400,-166,-93,-367,8155,7785,8306,8033,-75.479408,53.432297,0.000000,0.000000
271,932,878,-5954,834,453,-394,-0.000122,0.016358,-1.596436,0.237549,0.124756,-0.087158,-2.339844,2.539062,-1.906250,5400,-159,-199,-352,8161,7786,8290,8025,-75.479408,53.432804,0.000000,0.000000
272,-846,1415,-11463,252,-420,-239,0.000061,0.016175,-1.596558,0.095459,-0.088379,-0.049316,-2.339844,2.539062,-1.906250,5400,-91,-59,-342,8140,7783,8310,8013,-75.479408,53.433311,0.000000,0.000000
273,1722,148,-16733,165,-917,58,0.000183,0.015809,-1.596558,0.074219,-0.209717,0.023193,-2.339844,2.546875,-1.917969,5400,-82,29,-346,8132,7793,8325,7990,-75.479408,53.433819,0.000000,0.000000
274,3928,256,-7585,141,675,163,0.000305,0.016114,-1.596435,0.068359,0.178955,0.048828,-2.339844,2.546875,-1.917969,5400,-78,-229,-356,8150,7803,8309,7987,-75.479408,53.434326,0.000000,0.000000
275,-752,124,-2344,-263,1671,56,0.000244,0.017030,-1.596436,-0.030273,0.422119,0.022705,-2.339844,2.546875,-1.917969,5400,-16,-419,-363,8143,7815,8325,7968,-75.479408,53.434834,0.000000,0.000000
276,-4674,-629,-10641,-196,-165,-6,0.000244,0.017030,-1.596253,-0.013916,-0.026123,0.007568,-2.339844,2.546875,-1.917969,5400,-17,-143,-369,8133,7844,8344,7972,-75.479408,53.435341,0.000000,0.000000
277,-1025,-195,-14252,37,-1242,-17,0.000244,0.016358,-1.596191,0.042969,-0.289062,0.004883,-2.339844,2.546875,-1.917969,5400,-43,39,-376,8118,7842,8332,7952,-75.479408,53.435848,0.000000,0.000000
278,1704,231,-8245,-150,-23,-104,0.000244,0.016358,-1.596191,-0.002686,0.008545,-0.016357,-2.339844,2.546875,-1.917969,5400,-12,-143,-379,8131,7839,8334,7963,-75.479408,53.436356,0.000000,0.000000
279,-678,285,-9280,-466,128,-146,0.000183,0.016480,-1.596191,-0.079834,0.045410,-0.026611,-2.339844,2.546875,-1.917969,5400,39,-162,-380,8124,7835,8334,7945,-75.479408,53.436863,0.000000,0.000000
280,-765,-556,-15362,-276,-921,-108,0.000061,0.016114,-1.596253,-0.033447,-0.210693,-0.017334,-2.339844,2.546875,-1.917969,5400,22,16,-383,8106,7828,8357,7966,-75.479408,53.437370,0.000000,0.000000
281,669,-1288,-14470,241,-963,-32,0.000244,0.015626,-1.596191,0.092773,-0.220947,0.001221,-2.339844,2.546875,-1.917969,5400,-48,40,-388,8111,7829,8355,7956,-75.479408,53.437878,0.000000,0.000000
282,3254,-553,-5330,429,344,-28,0.000488,0.015748,-1.596192,0.138672,0.098145,0.002197,-2.339844,2.546875,-1.917969,5400,-81,-164,-395,8130,7831,8350,7960,-75.479408,53.438385,0.000000,0.000000
283,391,331,-4131,143,727,-174,0.000672,0.016114,-1.596192,0.068848,0.191650,-0.033447,-2.339844,2.546875,-1.917969,5400,-49,-239,-395,8136,7829,8336,7952,-75.479408,53.438892,0.000000,0.000000
284,-3052,41,-13682,135,-714,-220,0.000794,0.015992,-1.596253,0.066895,-0.160156,-0.044678,-2.339844,2.546875,-1.917969,5400,-53,-11,-392,8135,7830,8338,7934,-75.479408,53.439400,0.000000,0.000000
285,-312,163,-13288,13,-1050,-265,0.000916,0.015443,-1.596374,0.037109,-0.242188,-0.055664,-2.339844,2.546875,-1.917969,5400,-38,54,-387,8125,7830,8338,7954,-75.479408,53.439907,0.000000,0.000000
286,2250,973,-6730,-666,102,-265,0.000610,0.015443,-1.596374,-0.128662,0.039062,-0.055664,-2.339844,2.546875,-1.917969,5400,63,-122,-380,8130,7830,8312,7942,-75.479408,53.440414,0.000000,0.000000
287,718,1210,-10844,-1277,316,-235,0.000122,0.015626,-1.596435,-0.277832,0.091309,-0.048340,-2.339844,2.546875,-1.917969,5400,169,-161,-374,8126,7849,8321,7927,-75.479408,53.440922,0.000000,0.000000
288,428,-180,-15485,-915,-372,-30,-0.000305,0.015504,-1.596496,-0.189453,-0.076660,0.001709,-2.339844,2.546875,-1.917969,5400,140,-55,-377,8152,7844,8324,7923,-75.479408,53.441433,0.000000,0.000000
289,2105,-1080,-6655,-224,252,124,-0.000366,0.015626,-1.596496,-0.020752,0.075684,0.039307,-2.339844,2.546875,-1.917969,5400,56,-163,-387,8173,7836,8310,7937,-75.479408,53.441944,0.000000,0.000000
290,934,-1034,-3464,63,1043,-50,-0.000244,0.016236,-1.596436,0.049316,0.268799,-0.003174,-2.339844,2.558594,-1.917969,5400,14,-310,-391,8158,7835,8317,7945,-75.479408,53.442455,0.000000,0.000000
291,-3682,-971,-10701,372,-224,-222,-0.000061,0.016236,-1.596252,0.124756,-0.040527,-0.045166,-2.339844,2.558594,-1.917969,5400,-39,-116,-388,8180,7823,8324,7954,-75.479408,53.442966,0.000000,0.000000
292,-2969,-346,-14707,645,-1625,-235,0.000427,0.015381,-1.596250,0.191406,-0.382568,-0.048340,-2.339844,2.558594,-1.917969,5400,-96,127,-384,8177,7791,8310,7959,-75.479408,53.443478,0.000000,0.000000
293,1572,1505,-8424,379,-1074,-161,0.000671,0.014832,-1.596372,0.126465,-0.248047,-0.030273,-2.339844,2.558594,-1.917969,5400,-76,68,-382,8187,7803,8313,7973,-75.479408,53.443989,0.000000,0.000000
294,1931,1939,-10249,-642,159,-198,0.000427,0.014954,-1.596496,-0.122803,0.052979,-0.039307,-2.339844,2.558594,-1.917969,5400,64,-116,-379,8194,7805,8295,7955,-75.479408,53.444500,0.000000,0.000000
295,-324,651,-13938,-1253,69,-289,-0.000122,0.015076,-1.596616,-0.271973,0.031006,-0.061523,-2.339844,2.558594,-1.917969,5400,165,-105,-370,8173,7805,8286,7934,-75.479408,53.445011,0.000000,0.000000
296,1284,-800,-7813,-873,-292,2,-0.000549,0.014893,-1.596496,-0.179199,-0.057129,0.009521,-2.339844,2.558594,-1.917969,5400,132,-51,-375,8188,7811,8303,7957,-75.479408,53.445522,0.000000,0.000000
297,2654,-673,-4365,-455,614,152,-0.000672,0.015198,-1.596435,-0.077148,0.164062,0.046143,-2.339844,2.558594,-1.917969,5400,88,-209,-387,8198,7816,8287,7946,-75.479408,53.446033,0.000000,0.000000
298,-191,-1268,-11339,-30,1362,-6,-0.000610,0.015931,-1.596436,0.026611,0.346680,0.007568,-2.339844,2.558594,-1.917969,5400,29,-358,-393,8192,7821,8278,7961,-75.479408,53.446545,0.000000,0.000000
299,-2920,-1334,-12703,658,276,-161,-0.000244,0.016114,-1.596375,0.194580,0.081543,-0.030273,-2.339844,2.558594,-1.917969,5400,-80,-205,-394,8195,7811,8294,7961,-75.479408,53.447056,0.000000,0.000000
300,-993,4,-5738,939,-625,-58,0.000305,0.015809,-1.596375,0.263184,-0.138428,-0.005127,-2.339844,2.558594,-1.917969,5400,-143,-61,-399,8203,7785,8284,7964,-75.479408,53.447567,0.000000,0.000000
301,248,951,-5354,455,-202,-108,0.000610,0.015748,-1.596252,0.145020,-0.035156,-0.017334,-2.339844,2.558594,-1.917969,5400,-97,-120,-402,8178,7796,8299,7980,-75.479408,53.448078,0.000000,0.000000
302,-162,1993,-17929,-765,-141,-401,0.000305,0.015687,-1.596374,-0.152832,-0.020264,-0.088867,-2.339844,2.558594,-1.917969,5400,71,-120,-391,8193,7799,8290,7956,-75.479408,53.448589,0.000000,0.000000
303,-428,1539,-17743,-1054,-651,-298,-0.000122,0.015381,-1.596618,-0.223389,-0.144775,-0.063721,-2.339844,2.558594,-1.917969,5400,126,-26,-383,8162,7785,8316,7976,-75.479408,53.449100,0.000000,0.000000
304,986,161,-7360,-850,-568,115,-0.000488,0.015137,-1.596618,-0.173584,-0.124512,0.037109,-2.339844,2.558594,-1.917969,5400,119,-25,-393,8185,7786,8308,7949,-75.479408,53.449612,0.000000,0.000000
305,2248,-592,-3437,-581,472,45,-0.000732,0.015381,-1.596494,-0.107910,0.129395,0.020020,-2.339844,2.558594,-1.917969,5400,96,-192,-400,8184,7795,8320,7976,-75.479408,53.450123,0.000000,0.000000
306,-356,-1410,-10977,-104,653,-331,-0.000733,0.015748,-1.596619,0.008545,0.173584,-0.071777,-2.339844,2.558594,-1.917969,5400,34,-234,-392,8177,7779,8294,7955,-75.479408,53.450634,0.000000,0.000000
307,-3119,-1432,-13293,662,-832,-302,-0.000366,0.015381,-1.596618,0.195557,-0.188965,-0.064697,-2.339844,2.558594,-1.917969,5400,-83,5,-384,8189,7785,8326,7970,-75.479408,53.451145,0.000000,0.000000
308,-307,-387,-7211,1000,-1155,98,0.000244,0.014771,-1.596494,0.278076,-0.267822,0.032959,-2.339844,2.558594,-1.917969,5400,-154,76,-394,8169,7790,8296,7975,-75.479408,53.451656,0.000000,0.000000
309,3532,683,-10310,549,340,102,0.000549,0.015015,-1.596435,0.167969,0.097168,0.033936,-2.339844,2.558594,-1.917969,5400,-114,-156,-404,8192,7773,8304,7956,-75.479408,53.452168,0.000000,0.000000
310,2219,927,-15875,-148,1530,-196,0.000610,0.015748,-1.596436,-0.002197,0.387695,-0.038818,-2.339844,2.558594,-1.917969,5400,-26,-369,-403,8166,7787,8303,7937,-75.479408,53.452679,0.000000,0.000000
311,-1886,368,-8886,-361,564,-85,0.000488,0.016114,-1.596436,-0.054199,0.151855,-0.011719,-2.339844,2.558594,-1.917969,5400,6,-241,-406,8181,7791,8325,7958,-75.479408,53.453190,0.000000,0.000000
312,-988,641,-3251,-664,-374,259,0.000244,0.015931,-1.596192,-0.128174,-0.077148,0.072266,-2.339844,2.558594,-1.917969,5400,60,-99,-426,8155,7802,8328,7946,-75.479408,53.453701,0.000000,0.000000
313,1008,244,-10759,-937,259,13,-0.000122,0.016114,-1.596130,-0.194824,0.077393,0.012207,-2.339844,2.558594,-1.917969,5400,116,-202,-435,8174,7791,8317,7960,-75.479408,53.454212,0.000000,0.000000
314,-703,-714,-16179,-708,139,-444,-0.000488,0.016236,-1.596253,-0.138916,0.048096,-0.099365,-2.339844,2.558594,-1.917969,5400,102,-182,-425,8154,7792,8328,7942,-75.479408,53.454723,0.000000,0.000000
315,-2460,-783,-7631,-198,-727,-331,-0.000427,0.015931,-1.596374,-0.014404,-0.163330,-0.071777,-2.339844,2.558594,-1.917969,5400,39,-32,-417,8163,7761,8333,7937,-75.479408,53.455235,0.000000,0.000000
316,602,-766,-5509,217,-1128,63,-0.000305,0.015320,-1.596433,0.086914,-0.261230,0.024414,-2.339844,2.558594,-1.917969,5400,-21,55,-426,8152,7782,8319,7968,-75.479408,53.455746,0.000000,0.000000
317,3340,-578,-14274,198,-56,-207,-0.000183,0.015259,-1.596435,0.082275,0.000488,-0.041504,-2.339844,2.558594,-1.917969,5400,-27,-101,-423,8167,7784,8326,7973,-75.479408,53.456257,0.000000,0.000000
318,1158,180,-13063,163,906,-531,0.000000,0.015809,-1.596558,0.073730,0.235352,-0.120605,-2.339844,2.558594,-1.917969,5400,-33,-264,-405,8159,7762,8333,7961,-75.479408,53.456768,0.000000,0.000000
319,-1111,1349,-3577,0,533,-154,0.000061,0.016114,-1.596557,0.033936,0.144287,-0.028564,-2.339844,2.558594,-1.917969,5400,-16,-222,-402,8170,7769,8343,7971,-75.479408,53.457279,0.000000,0.000000
320,184,800,-7201,-472,278,213,-0.000122,0.016236,-1.596558,-0.081299,0.082031,0.061035,-2.339844,2.558594,-1.917969,5400,50,-197,-415,8151,7783,8334,7967,-75.479408,53.457790,0.000000,0.000000
321,-86,-485,-16339,-712,523,-239,-0.000427,0.016541,-1.596558,-0.139893,0.141846,-0.049316,-2.339844,2.558594,-1.917969,5400,93,-248,-410,8181,7765,8338,7971,-75.479408,53.458302,0.000000,0.000000
322,-1815,-746,-11734,-418,128,-481,-0.000488,0.016663,-1.596619,-0.068115,0.045410,-0.108398,-2.339844,2.558594,-1.917969,5400,61,-190,-393,8190,7771,8352,7948,-75.479408,53.458813,0.000000,0.000000
323,-742,541,-3348,-261,-618,41,-0.000610,0.016358,-1.596619,-0.029785,-0.136719,0.019043,-2.339844,2.558594,-1.917969,5400,45,-62,-399,8173,7755,8329,7974,-75.479408,53.459324,0.000000,0.000000
324,98,-92,-5187,-292,-649,167,-0.000610,0.016053,-1.596558,-0.037354,-0.144287,0.049805,-2.328125,2.566406,-1.929688,5400,51,-40,-411,8158,7774,8331,7989,-75.479408,53.459835,0.000000,0.000000
325,1048,-858,-14920,-76,-379,-346,-0.000610,0.015870,-1.596681,0.015381,-0.078369,-0.075439,-2.328125,2.566406,-1.929688,5400,20,-67,-401,8172,7754,8333,7966,-75.479408,53.460346,0.000000,0.000000
326,984,-300,-13128,196,-241,-427,-0.000488,0.015748,-1.596864,0.081787,-0.044678,-0.095215,-2.328125,2.566406,-1.929688,5400,-23,-79,-386,8157,7739,8358,7985,-75.479408,53.460857,0.000000,0.000000
327,703,729,-5262,252,-259,318,-0.000202,0.015709,-1.596621,0.095459,-0.049072,0.086670,-2.328125,2.566406,-1.929688,5400,-41,-71,-405,8178,7768,8352,7990,-75.479408,53.461369,0.000000,0.000000
328,1680,-190,-8342,150,239,409,-0.000122,0.015870,-1.596375,0.070557,0.072510,0.108887,-2.328125,2.566406,-1.929688,5400,-36,-154,-430,8186,7779,8343,7967,-75.479408,53.461880,0.000000,0.000000
329,956,-883,-12969,132,893,-244,0.000000,0.016297,-1.596375,0.066162,0.232178,-0.050537,-2.328125,2.566406,-1.929688,5400,-41,-276,-428,8182,7772,8334,7980,-75.479408,53.462391,0.000000,0.000000
330,-2216,226,-9352,89,207,-183,0.000122,0.016419,-1.596436,0.055664,0.064697,-0.035645,-2.328125,2.566406,-1.929688,5400,-40,-180,-429,8185,7775,8333,7980,-75.479408,53.462902,0.000000,0.000000
331,-1754,1500,-6323,-401,-527,276,0.000000,0.016236,-1.596375,-0.063965,-0.114502,0.076416,-2.328125,2.566406,-1.929688,5400,30,-62,-450,8162,7787,8336,7977,-75.479408,53.463417,0.000000,0.000000
332,115,141,-12147,-686,-549,-43,-0.000244,0.015992,-1.596192,-0.133545,-0.119873,-0.001465,-2.328125,2.566406,-1.929688,5400,79,-47,-459,8181,7769,8327,7977,-75.479408,53.463932,0.000000,0.000000
333,1008,-822,-14770,-499,-167,-573,-0.000427,0.015870,-1.596375,-0.087891,-0.026611,-0.130859,-2.328125,2.566406,-1.929688,5400,65,-98,-442,8161,7786,8334,7966,-75.479408,53.464447,0.000000,0.000000
334,642,95,-9159,-193,-126,-172,-0.000427,0.015870,-1.596374,-0.013184,-0.016602,-0.032959,-2.328125,2.566406,-1.929688,5400,28,-101,-442,8180,7785,8335,7948,-75.479408,53.464962,0.000000,0.000000
335,563,-58,-6887,61,-71,252,-0.000427,0.015870,-1.596375,0.048828,-0.003174,0.070557,-2.328125,2.566406,-1.929688,5400,-7,-109,-460,8174,7780,8347,7962,-75.479408,53.465477,0.000000,0.000000
336,1062,-1383,-8223,398,385,-370,-0.000122,0.016175,-1.596436,0.131104,0.108154,-0.081299,-2.328125,2.566406,-1.929688,5400,-63,-190,-451,8180,7786,8349,7946,-75.479408,53.465992,0.000000,0.000000
337,-1126,-668,-9183,571,274,-771,0.000183,0.016236,-1.596619,0.173340,0.081055,-0.179199,-2.328125,2.566406,-1.929688,5400,-101,-182,-422,8191,7760,8354,7953,-75.479408,53.466507,0.000000,0.000000
338,-1852,1464,-10273,224,-520,-337,0.000427,0.016053,-1.596802,0.088623,-0.112793,-0.073242,-2.328125,2.566406,-1.929688,5400,-65,-53,-409,8172,7784,8341,7948,-75.479408,53.467022,0.000000,0.000000
339,573,1866,-11760,-492,-745,95,0.000244,0.015687,-1.596802,-0.086182,-0.167725,0.032227,-2.328125,2.566406,-1.929688,5400,35,-4,-415,8182,7787,8339,7954,-75.479408,53.467537,0.000000,0.000000
340,1567,-119,-12713,-745,-47,-401,-0.000061,0.015626,-1.596864,-0.147949,0.002686,-0.088867,-2.328125,2.566406,-1.929688,5400,81,-108,-399,8165,7792,8343,7945,-75.479408,53.468052,0.000000,0.000000
341,964,-578,-10174,-481,340,-577,-0.000244,0.015870,-1.597108,-0.083496,0.097168,-0.131836,-2.328125,2.578125,-1.929688,5400,58,-173,-374,8188,7780,8352,7939,-75.479408,53.468567,0.000000,0.000000
342,435,136,-9113,-285,305,141,-0.000305,0.016053,-1.596986,-0.035645,0.088623,0.043457,-2.328125,2.578125,-1.929688,5400,39,-179,-380,8191,7783,8340,7921,-75.479408,53.469082,0.000000,0.000000
343,814,-995,-8340,69,540,320,-0.000244,0.016358,-1.596802,0.050781,0.145996,0.087158,-2.328125,2.578125,-1.929688,5400,-10,-232,-396,8178,7795,8340,7942,-75.479408,53.469597,0.000000,0.000000
344,-329,-1283,-7965,642,660,-357,0.000213,0.016750,-1.596890,0.190674,0.175293,-0.078125,-2.328125,2.578125,-1.929688,5400,-101,-268,-385,8189,7772,8345,7931,-75.479408,53.470112,0.000000,0.000000
345,-2585,627,-10571,666,-89,-357,0.000549,0.016724,-1.597047,0.196533,-0.007568,-0.078125,-2.328125,2.578125,-1.929688,5400,-121,-154,-372,8166,7787,8350,7944,-75.479408,53.470627,0.000000,0.000000
346,-678,1542,-12473,170,-736,198,0.000733,0.016358,-1.597047,0.075439,-0.165527,0.057373,-2.328125,2.578125,-1.929688,5400,-65,-40,-385,8178,7794,8320,7951,-75.479408,53.471142,0.000000,0.000000
347,765,1678,-12125,-257,-394,135,0.000611,0.016114,-1.596802,-0.028809,-0.082031,0.041992,-2.328125,2.578125,-1.929688,5400,-7,-80,-396,8164,7774,8332,7940,-75.479408,53.471657,0.000000,0.000000
348,1357,-207,-9149,-403,265,-475,0.000488,0.016236,-1.596864,-0.064453,0.078857,-0.106934,-2.328125,2.578125,-1.929688,5400,19,-182,-381,8144,7785,8355,7956,-75.479408,53.472172,0.000000,0.000000
349,-501,-36,-10017,-383,-52,-387,0.000366,0.016297,-1.597047,-0.059570,0.001465,-0.085449,-2.328125,2.578125,-1.929688,5400,25,-131,-368,8163,7791,8354,7942,-75.479408,53.472687,0.000000,0.000000
350,71,383,-11678,-372,-281,172,0.000244,0.016053,-1.597048,-0.056885,-0.054443,0.051025,-2.328125,2.578125,-1.929688,5400,32,-92,-380,8141,7783,8347,7962,-75.479408,53.473202,0.000000,0.000000
351,1569,-1054,-8098,17,342,-71,0.000305,0.016175,-1.597048,0.038086,0.097656,-0.008301,-2.328125,2.578125,-1.929688,5400,-18,-195,-381,8134,7794,8358,7944,-75.479408,53.473717,0.000000,0.000000
352,-651,-1876,-6679,666,93,-710,0.000672,0.016358,-1.597109,0.196533,0.036865,-0.164307,-2.328125,2.578125,-1.929688,5400,-118,-159,-354,8133,7799,8363,7957,-75.479408,53.474232,0.000000,0.000000
353,-1613,-219,-12432,793,-767,-377,0.001099,0.015931,-1.597230,0.227539,-0.173096,-0.083008,-2.328125,2.578125,-1.929688,5400,-153,-13,-340,8148,7801,8355,7946,-75.479408,53.474747,0.000000,0.000000
354,1035,963,-12991,431,-396,91,0.001404,0.015748,-1.597230,0.139160,-0.082520,0.031250,-2.328125,2.578125,-1.929688,5400,-118,-62,-345,8141,7810,8342,7968,-75.479408,53.475262,0.000000,0.000000
355,2629,-53,-7039,76,769,-268,0.001587,0.016175,-1.597230,0.052490,0.201904,-0.056396,-2.328125,2.578125,-1.929688,5400,-76,-254,-334,8140,7812,8342,7942,-75.479408,53.475777,0.000000,0.000000
356,-851,363,-7411,-257,632,-595,0.001465,0.016541,-1.597536,-0.028809,0.168457,-0.136230,-2.328125,2.578125,-1.929688,5400,-27,-248,-309,8121,7814,8371,7961,-75.479408,53.476292,0.000000,0.000000
357,-1800,1556,-13670,-819,-333,-78,0.001221,0.016419,-1.597474,-0.166016,-0.067139,-0.010010,-2.328125,2.578125,-1.929688,5400,64,-99,-305,8118,7821,8351,7947,-75.479408,53.476807,0.000000,0.000000
358,1296,514,-12024,-1006,130,261,0.000733,0.016480,-1.597413,-0.211670,0.045898,0.072754,-2.328125,2.578125,-1.929688,5400,111,-177,-317,8100,7828,8356,7959,-75.479408,53.477322,0.000000,0.000000
