counter,    accel.x,    accel.y,    accel.z,    gyro_unscaled.p,    gyro_unscaled.q,    gyro_unscaled.r,    rot->phi,    rot->theta,    rot->psi,    pos->x, pos->y, pos->z,    COMMAND_THRUST,    COMMAND_ROLL,    COMMAND_PITCH,    COMMAND_YAW,    rpm_obs[0],    rpm_obs[1],    rpm_obs[2],    rpm_obs[3]
8132,-2408,226,-24509,903,-378,-155,0.000671,0.000549,-1.430393,-3.316406,1.886719,-1.167969,5100,-360,124,-1363,8429,7194,8468,7077
8133,-5473,2579,-22375,961,-1390,-219,0.001770,-0.000977,-1.430695,-3.316406,1.886719,-1.167969,5100,-428,515,-1338,8435,7183,8467,7049
8134,4843,-2159,16370,-1658,228,150,0.000122,-0.000793,-1.430565,-3.316406,1.886719,-1.167969,5100,382,-25,-1348,8438,7225,8460,7060
8135,5690,158,-11983,-740,622,136,-0.000488,-0.000000,-1.430513,-3.316406,1.886719,-1.167969,5100,138,-171,-1358,8418,7230,8462,7062
8136,-6393,51,-27089,1111,280,-133,0.000610,0.000305,-1.430574,-3.316406,1.886719,-1.167969,5100,-422,-80,-1343,8430,7197,8461,7089
8137,-3399,1366,-14818,1514,-686,-170,0.002259,-0.000427,-1.430755,-3.316406,1.886719,-1.167969,5100,-601,265,-1324,8426,7212,8464,7061
8138,3736,-2471,9785,-1206,-440,109,0.001099,-0.000916,-1.430755,-3.316406,1.886719,-1.167969,5100,215,201,-1331,8392,7239,8471,7048
8139,1650,966,-20064,-335,54,65,0.000977,-0.000793,-1.430695,-3.316406,1.886719,-1.167969,5100,-35,42,-1334,8412,7278,8466,7025
8140,-993,1547,-17801,923,801,7,0.001892,-0.000000,-1.430695,-3.316406,1.886719,-1.167969,5100,-419,-243,-1333,8430,7250,8452,7057
8141,275,-246,-3398,-105,441,127,0.001770,0.000610,-1.430574,-3.316406,1.886719,-1.167969,5100,-115,-151,-1345,8388,7265,8471,7056
8142,-93,-1222,-8451,-627,-625,74,0.001282,-0.000000,-1.430513,-3.316406,1.886719,-1.167969,5100,51,222,-1353,8358,7269,8479,7017
8143,-829,-209,-13235,-495,-626,32,0.000855,-0.000610,-1.430513,-3.316406,1.886719,-1.167969,5100,37,250,-1358,8366,7272,8456,7038
8144,-378,744,-9415,309,802,92,0.001160,0.000122,-1.430393,-3.316406,1.886719,-1.167969,5100,-199,-254,-1369,8389,7277,8447,7045
8145,669,-114,-8494,284,814,118,0.001526,0.000977,-1.430211,-3.316406,1.886719,-1.167969,5100,-202,-291,-1384,8374,7276,8483,7042
8146,-767,-607,-17402,-94,-1327,-61,0.001526,-0.000244,-1.430211,-3.316406,1.886719,-1.167969,5100,-96,474,-1382,8347,7274,8495,7036
8147,-902,-261,-2523,-1248,-930,-1,0.000305,-0.001221,-1.430323,-3.316406,1.886719,-1.167969,5100,283,380,-1385,8368,7266,8482,7035
8148,1901,966,-7375,-11,1298,68,0.000305,0.000061,-1.430332,-3.316406,1.886719,-1.167969,5100,-73,-406,-1394,8400,7279,8462,7038
8149,2428,-287,-12195,355,1030,77,0.000793,0.001282,-1.430203,-3.316406,1.886719,-1.167969,5100,-185,-361,-1404,8394,7232,8454,7026
8150,-3264,585,-25919,435,-1435,-251,0.001282,-0.000000,-1.430341,-3.316406,1.886719,-1.167969,5100,-235,508,-1381,8349,7239,8465,7069
8151,-713,-1449,8966,-1321,-1151,-75,0.000047,-0.001172,-1.430470,-3.316406,1.886719,-1.167969,5100,315,460,-1373,8393,7248,8456,7064
8152,3965,265,-5975,-1201,1386,106,-0.001221,0.000244,-1.430401,-3.316406,1.886719,-1.167969,5100,322,-432,-1382,8424,7235,8408,7020
8153,1862,229,-23470,38,756,50,-0.001099,0.001038,-1.430393,-3.316406,1.886719,-1.167969,5100,-27,-250,-1385,8393,7219,8423,7052
8154,-5631,-9,-27894,1178,-763,-251,0.000122,0.000244,-1.430574,-3.316406,1.886719,-1.167969,5100,-405,269,-1359,8406,7177,8434,7071
8155,-3618,61,-7593,444,-1266,-210,0.000733,-0.000977,-1.430876,-3.316406,1.886719,-1.167969,5100,-228,491,-1335,8434,7200,8429,7081
8156,2752,-1617,9978,-1731,374,118,-0.001038,-0.000671,-1.430876,-3.316406,1.886719,-1.167969,5100,448,-61,-1340,8450,7209,8411,7075
8157,4602,1007,-20540,-363,541,105,-0.001343,-0.000122,-1.430755,-3.316406,1.886719,-1.167969,5100,60,-132,-1346,8449,7192,8382,7063
8158,-5382,1202,-25360,1372,53,-157,0.000183,0.000122,-1.430876,-3.316406,1.886719,-1.167969,5100,-484,15,-1327,8454,7184,8399,7118
8159,-54,-712,4634,-53,-272,30,0.000183,-0.000122,-1.430876,-3.316406,1.886719,-1.167969,5100,-79,125,-1326,8450,7184,8413,7081
8160,2204,-475,-884,-1030,-33,105,-0.000794,-0.000183,-1.430876,-3.316406,1.886719,-1.167969,5100,222,45,-1333,8445,7229,8403,7078
8161,988,849,-21263,424,347,46,-0.000305,0.000244,-1.430764,-3.316406,1.886719,-1.167969,5100,-216,-95,-1335,8461,7228,8393,7090
8162,-1318,397,-7991,427,747,105,0.000183,0.001038,-1.430686,-3.316406,1.886719,-1.167969,5100,-228,-266,-1345,8460,7213,8402,7098
8163,-1456,-749,-4305,-278,-120,108,0.000000,0.000977,-1.430565,-3.316406,1.886719,-1.167969,5100,-25,22,-1356,8412,7204,8418,7071
8164,499,-795,-8891,-152,-826,18,-0.000122,0.000122,-1.430565,-3.316406,1.886719,-1.167969,5100,-62,291,-1360,8418,7226,8431,7080
8165,1353,963,-14538,-3,115,49,0.000000,0.000244,-1.430565,-3.316406,1.886719,-1.167969,5100,-103,-21,-1367,8428,7206,8425,7088
8166,7,1205,-9962,179,842,102,0.000244,0.001221,-1.430505,-3.316406,1.886719,-1.167969,5100,-164,-292,-1379,8399,7222,8435,7091
8167,-167,-790,-9592,-21,-228,56,0.000244,0.001038,-1.430505,-3.316406,1.898438,-1.179688,5100,-108,71,-1387,8404,7206,8453,7072
8168,-41,-1593,-9843,-524,-914,-35,-0.000183,0.000122,-1.430513,-3.316406,1.898438,-1.179688,5100,54,336,-1387,8388,7215,8460,7090
8169,76,751,-9679,239,289,-69,0.000122,0.000366,-1.430505,-3.316406,1.898438,-1.179688,5100,-176,-72,-1382,8417,7216,8453,7086
8170,1052,490,-5211,488,1065,-4,0.000671,0.001465,-1.430565,-3.316406,1.898438,-1.179688,5100,-264,-371,-1382,8415,7219,8456,7090
8171,-17,610,-21621,209,-575,-76,0.000916,0.001038,-1.430686,-3.316406,1.898438,-1.179688,5100,-198,196,-1375,8383,7210,8480,7071
8172,-947,-2581,-6333,-672,-1551,-134,0.000305,-0.000610,-1.430755,-3.316406,1.898438,-1.179688,5100,77,585,-1360,8380,7197,8500,7074
8173,-1070,541,-853,-800,695,-52,-0.000427,0.000122,-1.430884,-3.316406,1.898438,-1.179688,5100,147,-186,-1351,8395,7225,8492,7054
8174,1699,897,-1745,30,1779,-9,-0.000366,0.001831,-1.430876,-3.316406,1.898438,-1.179688,5100,-85,-618,-1346,8397,7213,8478,7055
8175,-2804,1378,-32231,787,-594,-203,0.000427,0.001343,-1.431118,-3.316406,1.898438,-1.179688,5100,-331,185,-1321,8363,7207,8494,7055
8176,-3350,1400,-32617,1684,-2293,-477,0.002381,-0.001038,-1.431618,-3.316406,1.898438,-1.179688,5100,-667,842,-1266,8339,7206,8488,7064
8177,2541,-2144,20443,-1402,-296,-13,0.001038,-0.001404,-1.431679,-3.316406,1.898438,-1.179688,5100,269,204,-1253,8388,7228,8475,7037
8178,3559,292,-2228,-1641,1820,168,-0.000671,0.000610,-1.431618,-3.316406,1.898438,-1.179688,5100,392,-565,-1258,8370,7254,8462,7025
8179,-829,363,-25902,171,580,-23,-0.000488,0.001282,-1.431610,-3.316406,1.898438,-1.179688,5100,-116,-189,-1246,8384,7220,8457,7061
8180,-7532,1324,-27797,2558,-1505,-388,0.002320,-0.000244,-1.431989,-3.316406,1.898438,-1.179688,5100,-898,548,-1199,8352,7254,8457,7084
8181,4403,-317,9514,650,-818,-82,0.002991,-0.001099,-1.432058,-3.316406,1.898438,-1.179688,5100,-385,353,-1180,8354,7266,8449,7048
8182,5466,-644,1199,-1859,1063,333,0.001221,0.000122,-1.431808,-3.316406,1.898438,-1.179688,5100,387,-307,-1201,8340,7305,8450,7054
8183,-1394,1237,-25600,-170,702,146,0.001099,0.000854,-1.431687,-3.316406,1.898438,-1.179688,5100,-89,-219,-1209,8367,7305,8446,7075
8184,-5301,890,-10926,1052,-355,12,0.002136,0.000549,-1.431687,-3.316406,1.898438,-1.179688,5100,-459,129,-1207,8361,7298,8439,7087
8185,841,-2828,7039,-657,-404,164,0.001587,0.000061,-1.431316,-3.316406,1.898438,-1.179688,5100,60,156,-1221,8343,7331,8444,7077
8186,2836,361,-16638,-334,189,242,0.001343,0.000244,-1.431074,-3.316406,1.898438,-1.179688,5100,-30,-43,-1246,8323,7369,8446,7077
8187,302,878,-19339,373,366,179,0.001770,0.000671,-1.430945,-3.316406,1.898438,-1.179688,5100,-239,-116,-1267,8336,7338,8438,7091
8188,-3321,-905,-4839,-446,394,256,0.001343,0.001160,-1.430695,-3.316406,1.898438,-1.179688,5100,16,-149,-1298,8296,7346,8454,7096
8189,-1414,-1444,-9734,-234,-625,112,0.001160,0.000488,-1.430574,-3.316406,1.898438,-1.179688,5100,-40,216,-1317,8285,7363,8456,7072
8190,1790,139,-13583,-200,-421,60,0.001099,0.000061,-1.430513,-3.316406,1.898438,-1.179688,5100,-39,166,-1332,8299,7330,8443,7087
8191,1264,1578,-10539,-131,716,106,0.001038,0.000793,-1.430393,-3.316406,1.898438,-1.179688,5100,-55,-236,-1350,8288,7345,8441,7089
8192,-1441,541,-6962,-490,605,110,0.000549,0.001526,-1.430323,-3.316406,1.898438,-1.179688,5100,65,-225,-1369,8310,7313,8449,7096
8193,-447,-1071,-18396,-450,-1368,-126,0.000183,0.000183,-1.430384,-3.316406,1.898438,-1.179688,5100,67,488,-1363,8290,7300,8456,7101
8194,164,-883,-4215,-1492,-859,-115,-0.001343,-0.000732,-1.430513,-3.316406,1.898438,-1.179688,5100,428,356,-1356,8326,7273,8431,7133
8195,1286,1242,-4484,-366,1262,-19,-0.001709,0.000488,-1.430574,-3.316406,1.898438,-1.179688,5100,113,-393,-1356,8351,7271,8421,7129
8196,1321,922,-5045,43,1580,45,-0.001587,0.002136,-1.430565,-3.316406,1.898438,-1.179688,5100,-3,-572,-1360,8367,7254,8383,7130
8197,-130,-339,-22198,353,-613,-204,-0.001099,0.001587,-1.430755,-3.316406,1.898438,-1.179688,5100,-123,168,-1339,8345,7192,8417,7161
8198,-1353,-324,-19409,-53,-2120,-381,-0.001099,-0.000549,-1.431135,-3.316406,1.898438,-1.179688,5100,-22,758,-1297,8375,7207,8417,7180
8199,-305,-19,14475,-2040,542,96,-0.003052,-0.000000,-1.431135,-3.316406,1.898438,-1.179688,5100,617,-140,-1298,8418,7176,8392,7163
8200,4349,1222,-11835,-706,1366,226,-0.003907,0.001404,-1.430945,-3.316406,1.898438,-1.179688,5100,251,-455,-1313,8432,7192,8377,7186
8201,-1840,117,-30638,1492,-531,-175,-0.002259,0.000977,-1.431066,-3.316406,1.906250,-1.179688,5100,-438,187,-1291,8440,7151,8351,7216
8202,-2300,309,-12420,1489,-1592,-302,-0.000549,-0.000854,-1.431239,-3.316406,1.906250,-1.179688,5100,-514,601,-1255,8433,7142,8378,7197
8203,912,-2127,17992,-1733,924,240,-0.002014,-0.000000,-1.431074,-3.316406,1.906250,-1.179688,5100,452,-273,-1270,8457,7175,8362,7177
8204,4917,1881,-17760,-610,904,269,-0.002564,0.000977,-1.430764,-3.316406,1.906250,-1.179688,5100,132,-294,-1291,8457,7192,8342,7165
8205,-4856,1190,-28834,1704,-782,-218,-0.000916,0.000305,-1.430945,-3.316406,1.906250,-1.179688,5100,-591,286,-1267,8460,7162,8350,7213
8206,-2403,2,-1641,795,-819,-83,0.000000,-0.000610,-1.431057,-3.316406,1.906250,-1.179688,5100,-365,326,-1255,8452,7190,8368,7186
8207,1756,-1900,5086,-1234,780,197,-0.001160,0.000244,-1.430945,-3.316406,1.906250,-1.179688,5100,246,-234,-1270,8446,7246,8367,7151
8208,4861,1525,-21418,40,380,119,-0.001099,0.000671,-1.430884,-3.316406,1.906250,-1.179688,5100,-128,-113,-1279,8442,7246,8348,7151
8209,-4907,1049,-20673,1505,-413,-164,0.000427,0.000366,-1.430945,-3.316406,1.906250,-1.179688,5100,-597,156,-1262,8414,7223,8385,7167
8210,-386,-2286,10203,177,-421,1,0.000671,-0.000061,-1.430945,-3.316406,1.906250,-1.179688,5100,-222,173,-1260,8384,7276,8396,7127
8211,1079,-305,-11750,-466,-168,46,0.000366,-0.000305,-1.430945,-3.316406,1.906250,-1.179688,5100,-30,103,-1261,8364,7298,8417,7106
8212,2019,1446,-21572,767,-150,-22,0.001160,-0.000366,-1.430945,-3.316406,1.906250,-1.179688,5100,-411,106,-1257,8369,7289,8411,7108
8213,-1827,485,-5289,-48,687,101,0.001160,0.000366,-1.430945,-3.316406,1.906250,-1.179688,5100,-161,-208,-1264,8354,7317,8427,7102
8214,-1835,-290,-11456,22,-173,30,0.001282,0.000183,-1.430945,-3.316406,1.906250,-1.179688,5100,-183,83,-1266,8314,7348,8447,7068
8215,865,-1922,-8966,-278,-1009,-58,0.001038,-0.000793,-1.430945,-3.316406,1.906250,-1.179688,5100,-76,399,-1259,8297,7332,8453,7051
8216,1980,1315,-13590,4,154,43,0.001160,-0.000732,-1.430945,-3.316406,1.906250,-1.179688,5100,-150,5,-1262,8306,7344,8460,7033
8217,140,675,-3009,156,1181,180,0.001404,0.000549,-1.430764,-3.316406,1.906250,-1.179688,5100,-192,-386,-1278,8310,7359,8444,7013
8218,-583,-4,-3780,15,564,144,0.001404,0.001221,-1.430703,-3.316406,1.906250,-1.179688,5100,-148,-216,-1293,8307,7335,8477,7035
8219,-656,-1651,-17265,-11,-1634,-157,0.001526,-0.000488,-1.430703,-3.316406,1.906250,-1.179688,5100,-139,580,-1280,8284,7352,8469,7032
8220,-233,-2010,-2405,-1276,-501,7,0.000366,-0.001038,-1.430695,-3.316406,1.906250,-1.179688,5100,281,223,-1281,8278,7336,8468,7041
8221,528,1476,-4201,-544,1409,197,-0.000183,0.000427,-1.430574,-3.316406,1.906250,-1.179688,5100,95,-459,-1300,8304,7352,8421,7012
8222,1552,175,-14608,25,876,129,-0.000122,0.001343,-1.430505,-3.316406,1.906250,-1.179688,5100,-57,-324,-1314,8272,7312,8437,7048
8223,-888,117,-28327,1001,-1277,-322,0.000916,0.000183,-1.430764,-3.316406,1.906250,-1.179688,5100,-382,434,-1284,8296,7300,8453,7070
8224,-1008,-1761,8236,-1071,-486,-114,-0.000061,-0.000366,-1.430884,-3.316406,1.906250,-1.179688,5100,249,188,-1271,8299,7291,8447,7084
8225,-24,1405,-1684,-1760,1386,225,-0.001770,0.001038,-1.430764,-3.316406,1.906250,-1.179688,5100,505,-482,-1290,8326,7291,8431,7079
8226,2098,932,-23446,-177,263,22,-0.001892,0.001343,-1.430764,-3.316406,1.906250,-1.179688,5100,62,-116,-1290,8329,7245,8407,7111
8227,-3500,246,-25897,1745,-1263,-424,-0.000122,0.000122,-1.431118,-3.316406,1.906250,-1.179688,5100,-558,435,-1246,8312,7239,8421,7153
8228,327,-2322,17859,-1280,-2,-18,-0.001282,0.000061,-1.431135,-3.316406,1.906250,-1.179688,5100,351,17,-1238,8330,7231,8415,7148
8229,2937,1920,-10368,-1480,1068,272,-0.002747,0.001160,-1.430953,-3.316406,1.906250,-1.179688,5100,439,-371,-1258,8364,7241,8395,7128
8230,1205,1503,-29194,-108,199,153,-0.002808,0.001404,-1.430884,-3.316406,1.906250,-1.179688,5100,54,-94,-1270,8361,7216,8370,7175
8231,-4300,-517,-13128,1552,-693,-228,-0.001160,0.000793,-1.430953,-3.316406,1.906250,-1.179688,5100,-488,224,-1246,8352,7193,8357,7207
8232,-597,-2266,11081,-934,39,134,-0.001953,0.000793,-1.430945,-3.316406,1.906250,-1.179688,5100,249,-18,-1256,8391,7208,8384,7188
8233,3773,1939,-20078,-623,223,257,-0.002625,0.001038,-1.430703,-3.316406,1.906250,-1.179688,5100,156,-79,-1280,8388,7219,8371,7176
8234,770,1151,-19312,665,-350,153,-0.001953,0.000793,-1.430574,-3.316406,1.906250,-1.179688,5100,-239,128,-1297,8393,7184,8347,7229
8235,-3601,-1344,2004,-589,499,237,-0.002442,0.001343,-1.430332,-3.316406,1.906250,-1.179688,5100,141,-180,-1324,8375,7193,8349,7233
8236,-1158,-902,-12435,37,-33,137,-0.002381,0.001282,-1.430142,-3.328125,1.917969,-1.167969,5100,-57,3,-1344,8387,7213,8378,7210
8237,2829,314,-19791,656,-860,32,-0.001587,0.000366,-1.430142,-3.328125,1.917969,-1.167969,5100,-264,314,-1354,8373,7174,8362,7237
8238,757,714,-7634,-595,39,160,-0.002075,0.000427,-1.429961,-3.328125,1.917969,-1.167969,5100,111,14,-1376,8392,7192,8384,7212
8239,-2189,82,-4138,-55,666,122,-0.002075,0.001160,-1.429840,-3.328125,1.917969,-1.167969,5100,-53,-216,-1396,8394,7207,8383,7194
8240,-784,-641,-5777,367,43,-31,-0.001770,0.001160,-1.429840,-3.328125,1.917969,-1.167969,5100,-187,-15,-1400,8403,7175,8360,7215
8241,1522,-646,-19699,182,-832,-196,-0.001404,0.000366,-1.430021,-3.328125,1.917969,-1.167969,5100,-145,306,-1386,8388,7190,8399,7204
8242,993,602,-7590,-818,124,-46,-0.002136,0.000488,-1.430142,-3.328125,1.917969,-1.167969,5100,169,-18,-1384,8411,7190,8413,7179
8243,-1370,1229,-4892,-141,706,0,-0.002259,0.001221,-1.430142,-3.328125,1.917969,-1.167969,5100,-22,-238,-1384,8386,7185,8405,7151
8244,381,-829,-12123,347,-317,-176,-0.001892,0.000916,-1.430332,-3.328125,1.917969,-1.167969,5100,-170,112,-1365,8399,7184,8415,7172
8245,757,-1539,-19878,-163,-1082,-268,-0.001953,-0.000061,-1.430582,-3.328125,1.917969,-1.167969,5100,-19,409,-1335,8371,7173,8431,7154
8246,-467,1190,-103,-747,501,-5,-0.002564,0.000427,-1.430582,-3.328125,1.917969,-1.167969,5100,172,-138,-1328,8397,7179,8397,7103
8247,403,1205,-4191,-22,774,121,-0.002625,0.001160,-1.430582,-3.328125,1.917969,-1.167969,5100,-36,-257,-1333,8420,7170,8410,7105
8248,472,-351,-21224,896,-729,-122,-0.001648,0.000549,-1.430703,-3.328125,1.917969,-1.167969,5100,-333,266,-1316,8388,7174,8422,7133
8249,22,-958,-13053,547,-1163,-231,-0.000977,-0.000549,-1.430893,-3.328125,1.917969,-1.167969,5100,-262,455,-1287,8395,7167,8401,7121
8250,-1357,370,6628,-1142,664,227,-0.002075,0.000061,-1.430764,-3.328125,1.917969,-1.167969,5100,259,-177,-1302,8420,7189,8414,7091
8251,2676,1666,-10128,-278,678,267,-0.002319,0.000671,-1.430513,-3.328125,1.917969,-1.167969,5100,18,-207,-1323,8412,7201,8409,7090
8252,-698,290,-26668,1486,-854,-101,-0.000671,-0.000061,-1.430582,-3.328125,1.917969,-1.167969,5100,-538,328,-1312,8410,7184,8391,7101
8253,-587,-883,-5794,1473,-1312,-184,0.000794,-0.001404,-1.430755,-3.328125,1.917969,-1.167969,5100,-596,532,-1293,8383,7203,8416,7098
8254,-752,-895,6070,-1232,494,254,-0.000305,-0.000916,-1.430695,-3.328125,1.917969,-1.167969,5100,218,-86,-1315,8406,7223,8421,7063
8255,3827,1368,-18577,-449,654,303,-0.000733,-0.000244,-1.430393,-3.328125,1.917969,-1.167969,5100,4,-164,-1345,8393,7258,8394,7043
8256,-2787,444,-21367,1323,-648,-95,0.000610,-0.000793,-1.430384,-3.328125,1.917969,-1.167969,5100,-537,282,-1339,8400,7209,8417,7017
8257,-1043,-1669,9118,248,-562,-41,0.000916,-0.001343,-1.430384,-3.328125,1.917969,-1.167969,5100,-229,265,-1337,8384,7267,8425,7027
8258,403,224,-12522,-659,312,129,0.000427,-0.000977,-1.430384,-3.328125,1.917969,-1.167969,5100,49,-37,-1352,8375,7293,8433,6998
8259,3677,1644,-22375,600,-155,71,0.001038,-0.001160,-1.430393,-3.328125,1.917969,-1.167969,5100,-331,123,-1361,8382,7284,8407,7011
8260,-1485,-1466,285,95,-11,-7,0.001160,-0.001099,-1.430393,-3.328125,1.917969,-1.167969,5100,-175,63,-1364,8371,7282,8425,7006
8261,-3481,-675,-4885,-578,329,20,0.000733,-0.000732,-1.430393,-3.328125,1.917969,-1.167969,5100,40,-70,-1368,8366,7315,8446,6992
8262,1631,763,-19041,384,-571,-132,0.001160,-0.001343,-1.430393,-3.328125,1.917969,-1.167969,5100,-246,251,-1357,8377,7310,8450,6972
8263,2996,136,-19123,256,-667,-91,0.001465,-0.001953,-1.430574,-3.328125,1.917969,-1.167969,5100,-209,307,-1347,8370,7325,8447,6997
8264,428,570,-5676,-770,641,63,0.000794,-0.001221,-1.430574,-3.328125,1.917969,-1.167969,5100,116,-157,-1352,8372,7319,8453,6981
8265,-2000,7,-2016,-140,806,9,0.000671,-0.000427,-1.430582,-3.328125,1.917969,-1.167969,5100,-58,-249,-1351,8381,7316,8452,6974
8266,602,-1383,-16713,386,-639,-151,0.001160,-0.001099,-1.430703,-3.328125,1.917969,-1.167969,5100,-216,248,-1335,8377,7296,8453,6983
8267,1520,-680,-15572,-380,-733,-110,0.000793,-0.001770,-1.430764,-3.328125,1.917969,-1.167969,5100,19,304,-1321,8350,7292,8457,6998
8268,-865,1556,1271,-1062,867,157,-0.000183,-0.000916,-1.430755,-3.328125,1.917969,-1.167969,5100,254,-262,-1332,8388,7288,8452,6959
8269,-560,129,-7155,-260,892,115,-0.000427,-0.000000,-1.430703,-3.328125,1.917969,-1.167969,5100,36,-307,-1341,8399,7285,8417,7019
8270,420,-78,-26441,889,-1002,-230,0.000488,-0.001038,-1.430764,-3.328125,1.917969,-1.167969,5100,-327,358,-1317,8375,7269,8425,7023
8271,127,-1315,-4445,-318,-707,-97,0.000366,-0.001648,-1.430876,-3.339844,1.917969,-1.179688,5100,26,286,-1304,8379,7267,8436,7033
8272,-1254,1193,4508,-1652,1055,299,-0.001254,-0.000604,-1.430624,-3.339844,1.917969,-1.179688,5100,462,-336,-1330,8401,7252,8428,7034
8273,2076,380,-15420,-318,517,175,-0.001648,-0.000061,-1.430513,-3.339844,1.917969,-1.179688,5100,89,-174,-1346,8388,7249,8405,7061
8274,-309,68,-26615,1740,-756,-250,0.000183,-0.000793,-1.430695,-3.339844,1.917969,-1.179688,5100,-568,271,-1323,8401,7211,8415,7085
8275,189,-636,2601,83,-242,-34,0.000427,-0.000977,-1.430695,-3.339844,1.917969,-1.179688,5100,-105,109,-1319,8376,7193,8393,7098
8276,-639,556,-391,-1604,869,307,-0.001038,-0.000183,-1.430513,-3.339844,1.917969,-1.179688,5100,418,-289,-1348,8403,7222,8407,7089
8277,2231,1129,-20620,-584,461,231,-0.001587,0.000366,-1.430332,-3.339844,1.917969,-1.179688,5100,144,-172,-1373,8385,7193,8401,7099
8278,-1655,0,-19143,1294,-429,-203,-0.000305,-0.000000,-1.430393,-3.339844,1.917969,-1.179688,5100,-439,135,-1357,8403,7161,8397,7145
8279,-1458,-1190,8252,-549,166,5,-0.000671,0.000183,-1.430393,-3.339844,1.917969,-1.179688,5100,108,-70,-1360,8412,7151,8417,7135
8280,644,980,-16061,-709,491,197,-0.001404,0.000732,-1.430332,-3.339844,1.917969,-1.179688,5100,160,-191,-1381,8395,7176,8421,7128
8281,1579,744,-20308,624,-433,31,-0.000794,0.000305,-1.430332,-3.339844,1.917969,-1.179688,5100,-249,140,-1387,8408,7138,8406,7141
8282,-2337,-2054,2366,-394,263,-21,-0.001038,0.000610,-1.430332,-3.339844,1.917969,-1.179688,5100,60,-105,-1388,8390,7130,8427,7165
8283,-2004,-273,-9219,-118,324,-12,-0.001160,0.000854,-1.430332,-3.339844,1.917969,-1.179688,5100,-29,-129,-1389,8403,7136,8441,7143
8284,2573,824,-22167,746,-641,-45,-0.000244,0.000183,-1.430323,-3.339844,1.917969,-1.179688,5100,-310,223,-1386,8387,7118,8442,7149
8285,3515,168,-17335,102,-623,-2,-0.000061,-0.000305,-1.430323,-3.339844,1.917969,-1.179688,5100,-134,247,-1387,8367,7123,8450,7157
8286,-1082,568,-2835,-731,490,49,-0.000732,0.000244,-1.430332,-3.339844,1.917969,-1.179688,5100,124,-135,-1391,8396,7127,8455,7137
8287,-1776,-95,-2364,-61,444,-11,-0.000794,0.000671,-1.430332,-3.339844,1.917969,-1.179688,5100,-67,-135,-1391,8382,7144,8455,7130
8288,1505,500,-20934,677,-534,-141,-0.000061,0.000183,-1.430393,-3.339844,1.917969,-1.179688,5100,-302,207,-1376,8382,7134,8455,7126
