23.955216,0.000000,0.000000,0.000000,0.000000
23.956258,0.000000,0.000000,0.000000,0.000000
23.957299,0.000000,0.000000,0.000000,0.000000
23.958341,0.000000,0.000000,0.000000,0.000000
23.959383,0.000000,0.000000,0.000000,0.000000
23.960424,0.000000,0.000000,0.000000,0.000000
23.961466,0.000000,0.000000,0.000000,0.000000
23.962508,0.000000,0.000000,0.000000,0.000000
23.963549,0.000000,0.000000,0.000000,0.000000
23.964591,0.000000,0.000000,0.000000,0.000000
23.965633,0.000000,0.000000,0.000000,0.000000
23.966674,0.000000,0.000000,0.000000,0.000000
23.967716,0.000000,0.000000,0.000000,0.000000
23.968758,0.000000,0.000000,0.000000,0.000000
23.969799,0.000000,0.000000,0.000000,0.000000
23.970841,0.000000,0.000000,0.000000,0.000000
23.971883,0.000000,0.000000,0.000000,0.000000
23.972924,0.000000,0.000000,0.000000,0.000000
23.973966,0.000000,0.000000,0.000000,0.000000
23.975008,0.000000,0.000000,0.000000,0.000000
23.976049,0.000000,0.000000,0.000000,0.000000
23.977091,0.000000,0.000000,0.000000,0.000000
23.978133,0.000000,0.000000,0.000000,0.000000
23.979174,0.000000,0.000000,0.000000,0.000000
23.980216,0.000000,0.000000,0.000000,0.000000
23.981258,0.000000,0.000000,0.000000,0.000000
23.982299,0.000000,0.000000,0.000000,0.000000
23.983341,0.000000,0.000000,0.000000,0.000000
23.984383,0.000000,0.000000,0.000000,0.000000
23.985424,0.000000,0.000000,0.000000,0.000000
23.986466,0.000000,0.000000,0.000000,0.000000
23.987508,0.000000,0.000000,0.000000,0.000000
23.988549,0.000000,0.000000,0.000000,0.000000
23.989591,0.000000,0.000000,0.000000,0.000000
23.990633,0.000000,0.000000,0.000000,0.000000
23.991674,0.000000,0.000000,0.000000,0.000000
23.992716,0.000000,0.000000,0.000000,0.000000
23.993758,0.000000,0.000000,0.000000,0.000000
23.994799,0.000000,0.000000,0.000000,0.000000
23.995841,0.000000,0.000000,0.000000,0.000000
23.996883,0.000000,0.000000,0.000000,0.000000
23.997924,0.000000,0.000000,0.000000,0.000000
23.998966,0.000000,0.000000,0.000000,0.000000
24.000008,0.000000,0.000000,0.000000,0.000000
24.001049,0.000000,0.000000,0.000000,0.000000
24.002091,0.000000,0.000000,0.000000,0.000000
24.003133,0.000000,0.000000,0.000000,0.000000
24.004174,0.000000,0.000000,0.000000,0.000000
24.005216,0.000000,0.000000,0.000000,0.000000
24.006258,0.000000,0.000000,0.000000,0.000000
24.007299,0.000000,0.000000,0.000000,0.000000
